chr1,s1,e1,chr2,s2,e2
chr13,111000000,115100000,chr19,27500000,41000000
chr13,111000000,115100000,chr19,43900000,47600000
chr13,111000000,115100000,chr19,56300000,59000000
chr2,49800000,75500000,chr5,0,2000000
chr2,49800000,75500000,chr5,13800000,17600000
chr2,49800000,75500000,chr5,31100000,32600000
chr2,49800000,75500000,chr5,34600000,39900000
chr2,49800000,75500000,chr5,59400000,61900000
chr2,49800000,75500000,chr5,93000000,98600000
chr2,49800000,75500000,chr5,121300000,127500000
chr2,49800000,75500000,chr5,129300000,164600000
chr2,49800000,75500000,chr5,165100000,180600000
chr2,83900000,89200000,chr5,0,2000000
chr2,83900000,89200000,chr5,13800000,17600000
chr2,83900000,89200000,chr5,31100000,32600000
chr2,83900000,89200000,chr5,34600000,39900000
chr2,83900000,89200000,chr5,59400000,61900000
chr2,83900000,89200000,chr5,93000000,98600000
chr2,83900000,89200000,chr5,121300000,127500000
chr2,83900000,89200000,chr5,129300000,164600000
chr2,83900000,89200000,chr5,165100000,180600000
chr2,96500000,110400000,chr5,0,2000000
chr2,96500000,110400000,chr5,13800000,17600000
chr2,96500000,110400000,chr5,31100000,32600000
chr2,96500000,110400000,chr5,34600000,39900000
chr2,96500000,110400000,chr5,59400000,61900000
chr2,96500000,110400000,chr5,93000000,98600000
chr2,96500000,110400000,chr5,121300000,127500000
chr2,96500000,110400000,chr5,129300000,164600000
chr2,96500000,110400000,chr5,165100000,180600000
chr2,112300000,115600000,chr5,0,2000000
chr2,112300000,115600000,chr5,13800000,17600000
chr2,112300000,115600000,chr5,31100000,32600000
chr2,112300000,115600000,chr5,34600000,39900000
chr2,112300000,115600000,chr5,59400000,61900000
chr2,112300000,115600000,chr5,93000000,98600000
chr2,112300000,115600000,chr5,121300000,127500000
chr2,112300000,115600000,chr5,129300000,164600000
chr2,112300000,115600000,chr5,165100000,180600000
chr2,133000000,133700000,chr5,0,2000000
chr2,133000000,133700000,chr5,13800000,17600000
chr2,133000000,133700000,chr5,31100000,32600000
chr2,133000000,133700000,chr5,34600000,39900000
chr2,133000000,133700000,chr5,59400000,61900000
chr2,133000000,133700000,chr5,93000000,98600000
chr2,133000000,133700000,chr5,121300000,127500000
chr2,133000000,133700000,chr5,129300000,164600000
chr2,133000000,133700000,chr5,165100000,180600000
chr2,157500000,163200000,chr5,0,2000000
chr2,157500000,163200000,chr5,13800000,17600000
chr2,157500000,163200000,chr5,31100000,32600000
chr2,157500000,163200000,chr5,34600000,39900000
chr2,157500000,163200000,chr5,59400000,61900000
chr2,157500000,163200000,chr5,93000000,98600000
chr2,157500000,163200000,chr5,121300000,127500000
chr2,157500000,163200000,chr5,129300000,164600000
chr2,157500000,163200000,chr5,165100000,180600000
chr2,166600000,179400000,chr5,0,2000000
chr2,166600000,179400000,chr5,13800000,17600000
chr2,166600000,179400000,chr5,31100000,32600000
chr2,166600000,179400000,chr5,34600000,39900000
chr2,166600000,179400000,chr5,59400000,61900000
chr2,166600000,179400000,chr5,93000000,98600000
chr2,166600000,179400000,chr5,121300000,127500000
chr2,166600000,179400000,chr5,129300000,164600000
chr2,166600000,179400000,chr5,165100000,180600000
chr2,190400000,193200000,chr5,0,2000000
chr2,190400000,193200000,chr5,13800000,17600000
chr2,190400000,193200000,chr5,31100000,32600000
chr2,190400000,193200000,chr5,34600000,39900000
chr2,190400000,193200000,chr5,59400000,61900000
chr2,190400000,193200000,chr5,93000000,98600000
chr2,190400000,193200000,chr5,121300000,127500000
chr2,190400000,193200000,chr5,129300000,164600000
chr2,190400000,193200000,chr5,165100000,180600000
chr2,195800000,210100000,chr5,0,2000000
chr2,195800000,210100000,chr5,13800000,17600000
chr2,195800000,210100000,chr5,31100000,32600000
chr2,195800000,210100000,chr5,34600000,39900000
chr2,195800000,210100000,chr5,59400000,61900000
chr2,195800000,210100000,chr5,93000000,98600000
chr2,195800000,210100000,chr5,121300000,127500000
chr2,195800000,210100000,chr5,129300000,164600000
chr2,195800000,210100000,chr5,165100000,180600000
chr2,216500000,243000000,chr5,0,2000000
chr2,216500000,243000000,chr5,13800000,17600000
chr2,216500000,243000000,chr5,31100000,32600000
chr2,216500000,243000000,chr5,34600000,39900000
chr2,216500000,243000000,chr5,59400000,61900000
chr2,216500000,243000000,chr5,93000000,98600000
chr2,216500000,243000000,chr5,121300000,127500000
chr2,216500000,243000000,chr5,129300000,164600000
chr2,216500000,243000000,chr5,165100000,180600000
chr12,0,30800000,chr13,20100000,34700000
chr12,0,30800000,chr13,39300000,53800000
chr12,0,30800000,chr13,60000000,61100000
chr12,0,30800000,chr13,71600000,81000000
chr12,0,30800000,chr13,91200000,92700000
chr12,0,30800000,chr13,95100000,102300000
chr12,0,30800000,chr13,105700000,115000000
chr12,39300000,41900000,chr13,20100000,34700000
chr12,39300000,41900000,chr13,39300000,53800000
chr12,39300000,41900000,chr13,60000000,61100000
chr12,39300000,41900000,chr13,71600000,81000000
chr12,39300000,41900000,chr13,91200000,92700000
chr12,39300000,41900000,chr13,95100000,102300000
chr12,39300000,41900000,chr13,105700000,115000000
chr12,43300000,54000000,chr13,20100000,34700000
chr12,43300000,54000000,chr13,39300000,53800000
chr12,43300000,54000000,chr13,60000000,61100000
chr12,43300000,54000000,chr13,71600000,81000000
chr12,43300000,54000000,chr13,91200000,92700000
chr12,43300000,54000000,chr13,95100000,102300000
chr12,43300000,54000000,chr13,105700000,115000000
chr12,54500000,57100000,chr13,20100000,34700000
chr12,54500000,57100000,chr13,39300000,53800000
chr12,54500000,57100000,chr13,60000000,61100000
chr12,54500000,57100000,chr13,71600000,81000000
chr12,54500000,57100000,chr13,91200000,92700000
chr12,54500000,57100000,chr13,95100000,102300000
chr12,54500000,57100000,chr13,105700000,115000000
chr12,65900000,69900000,chr13,20100000,34700000
chr12,65900000,69900000,chr13,39300000,53800000
chr12,65900000,69900000,chr13,60000000,61100000
chr12,65900000,69900000,chr13,71600000,81000000
chr12,65900000,69900000,chr13,91200000,92700000
chr12,65900000,69900000,chr13,95100000,102300000
chr12,65900000,69900000,chr13,105700000,115000000
chr12,95200000,96000000,chr13,20100000,34700000
chr12,95200000,96000000,chr13,39300000,53800000
chr12,95200000,96000000,chr13,60000000,61100000
chr12,95200000,96000000,chr13,71600000,81000000
chr12,95200000,96000000,chr13,91200000,92700000
chr12,95200000,96000000,chr13,95100000,102300000
chr12,95200000,96000000,chr13,105700000,115000000
chr12,98800000,109100000,chr13,20100000,34700000
chr12,98800000,109100000,chr13,39300000,53800000
chr12,98800000,109100000,chr13,60000000,61100000
chr12,98800000,109100000,chr13,71600000,81000000
chr12,98800000,109100000,chr13,91200000,92700000
chr12,98800000,109100000,chr13,95100000,102300000
chr12,98800000,109100000,chr13,105700000,115000000
chr12,111700000,122300000,chr13,20100000,34700000
chr12,111700000,122300000,chr13,39300000,53800000
chr12,111700000,122300000,chr13,60000000,61100000
chr12,111700000,122300000,chr13,71600000,81000000
chr12,111700000,122300000,chr13,91200000,92700000
chr12,111700000,122300000,chr13,95100000,102300000
chr12,111700000,122300000,chr13,105700000,115000000
chr12,125100000,128000000,chr13,20100000,34700000
chr12,125100000,128000000,chr13,39300000,53800000
chr12,125100000,128000000,chr13,60000000,61100000
chr12,125100000,128000000,chr13,71600000,81000000
chr12,125100000,128000000,chr13,91200000,92700000
chr12,125100000,128000000,chr13,95100000,102300000
chr12,125100000,128000000,chr13,105700000,115000000
chr6,100000,7300000,chr19,800000,19500000
chr6,100000,7300000,chr19,27500000,27900000
chr6,100000,7300000,chr19,32600000,35600000
chr6,100000,7300000,chr19,39700000,50700000
chr6,13500000,15400000,chr19,800000,19500000
chr6,13500000,15400000,chr19,27500000,27900000
chr6,13500000,15400000,chr19,32600000,35600000
chr6,13500000,15400000,chr19,39700000,50700000
chr6,24400000,28600000,chr19,800000,19500000
chr6,24400000,28600000,chr19,27500000,27900000
chr6,24400000,28600000,chr19,32600000,35600000
chr6,24400000,28600000,chr19,39700000,50700000
chr6,33500000,45600000,chr19,800000,19500000
chr6,33500000,45600000,chr19,27500000,27900000
chr6,33500000,45600000,chr19,32600000,35600000
chr6,33500000,45600000,chr19,39700000,50700000
chr6,51600000,54300000,chr19,800000,19500000
chr6,51600000,54300000,chr19,27500000,27900000
chr6,51600000,54300000,chr19,32600000,35600000
chr6,51600000,54300000,chr19,39700000,50700000
chr6,54900000,63500000,chr19,800000,19500000
chr6,54900000,63500000,chr19,27500000,27900000
chr6,54900000,63500000,chr19,32600000,35600000
chr6,54900000,63500000,chr19,39700000,50700000
chr6,137000000,138100000,chr19,800000,19500000
chr6,137000000,138100000,chr19,27500000,27900000
chr6,137000000,138100000,chr19,32600000,35600000
chr6,137000000,138100000,chr19,39700000,50700000
chr6,148400000,150200000,chr19,800000,19500000
chr6,148400000,150200000,chr19,27500000,27900000
chr6,148400000,150200000,chr19,32600000,35600000
chr6,148400000,150200000,chr19,39700000,50700000
chr6,157800000,160300000,chr19,800000,19500000
chr6,157800000,160300000,chr19,27500000,27900000
chr6,157800000,160300000,chr19,32600000,35600000
chr6,157800000,160300000,chr19,39700000,50700000
