chr1,s1,e1,chr2,s2,e2
chr15,89600000,94600000,chr16,15500000,16200000
chr15,89600000,94600000,chr16,18800000,31400000
chr15,89600000,94600000,chr16,45900000,47000000
chr15,89600000,94600000,chr16,56200000,58700000
chr15,89600000,94600000,chr16,66300000,70700000
chr15,89600000,94600000,chr16,74300000,75600000
chr15,89600000,94600000,chr16,80800000,88200000
chr15,100500000,102300000,chr16,0,5400000
chr15,100500000,102300000,chr16,8500000,13100000
chr15,100500000,102300000,chr16,15500000,16200000
chr15,100500000,102300000,chr16,18800000,31400000
chr15,100500000,102300000,chr16,45900000,47000000
chr15,100500000,102300000,chr16,56200000,58700000
chr15,100500000,102300000,chr16,66300000,70700000
chr15,100500000,102300000,chr16,74300000,75600000
chr15,100500000,102300000,chr16,80800000,88200000
chr7,0,8400000,chr20,100000,6000000
chr7,0,8400000,chr20,17500000,18700000
chr7,0,8400000,chr20,30100000,52700000
chr7,21100000,33100000,chr20,100000,6000000
chr7,21100000,33100000,chr20,17500000,18700000
chr7,21100000,33100000,chr20,30100000,52700000
chr7,38500000,40200000,chr20,100000,6000000
chr7,38500000,40200000,chr20,17500000,18700000
chr7,38500000,40200000,chr20,30100000,52700000
chr7,43200000,48500000,chr20,100000,6000000
chr7,43200000,48500000,chr20,17500000,18700000
chr7,43200000,48500000,chr20,30100000,52700000
chr7,50500000,51700000,chr20,100000,6000000
chr7,50500000,51700000,chr20,17500000,18700000
chr7,50500000,51700000,chr20,30100000,52700000
chr7,54700000,56200000,chr20,100000,6000000
chr7,54700000,56200000,chr20,17500000,18700000
chr7,54700000,56200000,chr20,30100000,52700000
chr7,65200000,76300000,chr20,100000,6000000
chr7,65200000,76300000,chr20,17500000,18700000
chr7,65200000,76300000,chr20,30100000,52700000
chr7,97600000,108100000,chr20,100000,6000000
chr7,97600000,108100000,chr20,17500000,18700000
chr7,97600000,108100000,chr20,30100000,52700000
chr7,127100000,133100000,chr20,100000,6000000
chr7,127100000,133100000,chr20,17500000,18700000
chr7,127100000,133100000,chr20,30100000,52700000
chr7,137400000,142100000,chr20,100000,6000000
chr7,137400000,142100000,chr20,17500000,18700000
chr7,137400000,142100000,chr20,30100000,52700000
chr7,149900000,152700000,chr20,100000,6000000
chr7,149900000,152700000,chr20,17500000,18700000
chr7,149900000,152700000,chr20,30100000,52700000
chr7,154500000,159100000,chr20,100000,6000000
chr7,154500000,159100000,chr20,17500000,18700000
chr7,154500000,159100000,chr20,30100000,52700000
chr5,0,17900000,chr20,100000,6000000
chr5,0,17900000,chr20,17400000,18700000
chr5,0,17900000,chr20,30000000,37800000
chr5,0,17900000,chr20,42000000,50800000
chr5,0,17900000,chr20,54900000,56300000
chr5,30900000,42200000,chr20,100000,6000000
chr5,30900000,42200000,chr20,17400000,18700000
chr5,30900000,42200000,chr20,30000000,37800000
chr5,30900000,42200000,chr20,42000000,50800000
chr5,30900000,42200000,chr20,54900000,56300000
chr5,42600000,43900000,chr20,100000,6000000
chr5,42600000,43900000,chr20,17400000,18700000
chr5,42600000,43900000,chr20,30000000,37800000
chr5,42600000,43900000,chr20,42000000,50800000
chr5,42600000,43900000,chr20,54900000,56300000
chr5,51900000,57100000,chr20,100000,6000000
chr5,51900000,57100000,chr20,17400000,18700000
chr5,51900000,57100000,chr20,30000000,37800000
chr5,51900000,57100000,chr20,42000000,50800000
chr5,51900000,57100000,chr20,54900000,56300000
chr5,59800000,62000000,chr20,100000,6000000
chr5,59800000,62000000,chr20,17400000,18700000
chr5,59800000,62000000,chr20,30000000,37800000
chr5,59800000,62000000,chr20,42000000,50800000
chr5,59800000,62000000,chr20,54900000,56300000
chr5,64800000,80500000,chr20,100000,6000000
chr5,64800000,80500000,chr20,17400000,18700000
chr5,64800000,80500000,chr20,30000000,37800000
chr5,64800000,80500000,chr20,42000000,50800000
chr5,64800000,80500000,chr20,54900000,56300000
chr5,130400000,142900000,chr20,100000,6000000
chr5,130400000,142900000,chr20,17400000,18700000
chr5,130400000,142900000,chr20,30000000,37800000
chr5,130400000,142900000,chr20,42000000,50800000
chr5,130400000,142900000,chr20,54900000,56300000
chr5,148100000,151500000,chr20,100000,6000000
chr5,148100000,151500000,chr20,17400000,18700000
chr5,148100000,151500000,chr20,30000000,37800000
chr5,148100000,151500000,chr20,42000000,50800000
chr5,148100000,151500000,chr20,54900000,56300000
chr5,153300000,154600000,chr20,100000,6000000
chr5,153300000,154600000,chr20,17400000,18700000
chr5,153300000,154600000,chr20,30000000,37800000
chr5,153300000,154600000,chr20,42000000,50800000
chr5,153300000,154600000,chr20,54900000,56300000
chr5,167400000,180600000,chr20,100000,6000000
chr5,167400000,180600000,chr20,17400000,18700000
chr5,167400000,180600000,chr20,30000000,37800000
chr5,167400000,180600000,chr20,42000000,50800000
chr5,167400000,180600000,chr20,54900000,56300000
chr8,1500000,2700000,chr20,0,6100000
chr8,1500000,2700000,chr20,17500000,18600000
chr8,1500000,2700000,chr20,30000000,37800000
chr8,1500000,2700000,chr20,41800000,56100000
chr8,6100000,13300000,chr20,0,6100000
chr8,6100000,13300000,chr20,17500000,18600000
chr8,6100000,13300000,chr20,30000000,37800000
chr8,6100000,13300000,chr20,41800000,56100000
chr8,17100000,31100000,chr20,0,6100000
chr8,17100000,31100000,chr20,17500000,18600000
chr8,17100000,31100000,chr20,30000000,37800000
chr8,17100000,31100000,chr20,41800000,56100000
chr8,36700000,43300000,chr20,0,6100000
chr8,36700000,43300000,chr20,17500000,18600000
chr8,36700000,43300000,chr20,30000000,37800000
chr8,36700000,43300000,chr20,41800000,56100000
chr8,47800000,49900000,chr20,0,6100000
chr8,47800000,49900000,chr20,17500000,18600000
chr8,47800000,49900000,chr20,30000000,37800000
chr8,47800000,49900000,chr20,41800000,56100000
chr8,94100000,97800000,chr20,0,6100000
chr8,94100000,97800000,chr20,17500000,18600000
chr8,94100000,97800000,chr20,30000000,37800000
chr8,94100000,97800000,chr20,41800000,56100000
chr8,98200000,104800000,chr20,0,6100000
chr8,98200000,104800000,chr20,17500000,18600000
chr8,98200000,104800000,chr20,30000000,37800000
chr8,98200000,104800000,chr20,41800000,56100000
chr8,123500000,129500000,chr20,0,6100000
chr8,123500000,129500000,chr20,17500000,18600000
chr8,123500000,129500000,chr20,30000000,37800000
chr8,123500000,129500000,chr20,41800000,56100000
chr8,132300000,136000000,chr20,0,6100000
chr8,132300000,136000000,chr20,17500000,18600000
chr8,132300000,136000000,chr20,30000000,37800000
chr8,132300000,136000000,chr20,41800000,56100000
chr8,139100000,146300000,chr20,0,6100000
chr8,139100000,146300000,chr20,17500000,18600000
chr8,139100000,146300000,chr20,30000000,37800000
chr8,139100000,146300000,chr20,41800000,56100000
chr16,100000,5400000,chr20,100000,6300000
chr16,100000,5400000,chr20,17600000,19600000
chr16,100000,5400000,chr20,22300000,26200000
chr16,100000,5400000,chr20,30000000,50800000
chr16,100000,5400000,chr20,54700000,60600000
chr16,8400000,16200000,chr20,100000,6300000
chr16,8400000,16200000,chr20,17600000,19600000
chr16,8400000,16200000,chr20,22300000,26200000
chr16,8400000,16200000,chr20,30000000,50800000
chr16,8400000,16200000,chr20,54700000,60600000
chr16,18800000,31500000,chr20,100000,6300000
chr16,18800000,31500000,chr20,17600000,19600000
chr16,18800000,31500000,chr20,22300000,26200000
chr16,18800000,31500000,chr20,30000000,50800000
chr16,18800000,31500000,chr20,54700000,60600000
chr16,45900000,47000000,chr20,100000,6300000
chr16,45900000,47000000,chr20,17600000,19600000
chr16,45900000,47000000,chr20,22300000,26200000
chr16,45900000,47000000,chr20,30000000,50800000
chr16,45900000,47000000,chr20,54700000,60600000
chr16,56400000,58700000,chr20,100000,6300000
chr16,56400000,58700000,chr20,17600000,19600000
chr16,56400000,58700000,chr20,22300000,26200000
chr16,56400000,58700000,chr20,30000000,50800000
chr16,56400000,58700000,chr20,54700000,60600000
chr16,65900000,70700000,chr20,100000,6300000
chr16,65900000,70700000,chr20,17600000,19600000
chr16,65900000,70700000,chr20,22300000,26200000
chr16,65900000,70700000,chr20,30000000,50800000
chr16,65900000,70700000,chr20,54700000,60600000
chr16,74000000,75600000,chr20,100000,6300000
chr16,74000000,75600000,chr20,17600000,19600000
chr16,74000000,75600000,chr20,22300000,26200000
chr16,74000000,75600000,chr20,30000000,50800000
chr16,74000000,75600000,chr20,54700000,60600000
chr16,80900000,90200000,chr20,100000,6300000
chr16,80900000,90200000,chr20,17600000,19600000
chr16,80900000,90200000,chr20,22300000,26200000
chr16,80900000,90200000,chr20,30000000,50800000
chr16,80900000,90200000,chr20,54700000,60600000
chr20,0,6000000,chrX,2700000,25000000
chr20,0,6000000,chrX,29600000,31400000
chr20,0,6000000,chrX,36500000,50800000
chr20,0,6000000,chrX,53000000,55300000
chr20,0,6000000,chrX,64700000,71800000
chr20,0,6000000,chrX,106000000,107400000
chr20,0,6000000,chrX,116600000,119100000
chr20,0,6000000,chrX,122100000,123400000
chr20,0,6000000,chrX,128600000,136800000
chr20,0,6000000,chrX,149100000,151500000
chr20,17600000,19900000,chrX,2700000,25000000
chr20,17600000,19900000,chrX,29600000,31400000
chr20,17600000,19900000,chrX,36500000,50800000
chr20,17600000,19900000,chrX,53000000,55300000
chr20,17600000,19900000,chrX,64700000,71800000
chr20,17600000,19900000,chrX,106000000,107400000
chr20,17600000,19900000,chrX,116600000,119100000
chr20,17600000,19900000,chrX,122100000,123400000
chr20,17600000,19900000,chrX,128600000,136800000
chr20,17600000,19900000,chrX,149100000,151500000
chr20,30100000,37900000,chrX,2700000,25000000
chr20,30100000,37900000,chrX,29600000,31400000
chr20,30100000,37900000,chrX,36500000,50800000
chr20,30100000,37900000,chrX,53000000,55300000
chr20,30100000,37900000,chrX,64700000,71800000
chr20,30100000,37900000,chrX,106000000,107400000
chr20,30100000,37900000,chrX,116600000,119100000
chr20,30100000,37900000,chrX,122100000,123400000
chr20,30100000,37900000,chrX,128600000,136800000
chr20,30100000,37900000,chrX,149100000,151500000
chr20,41700000,52800000,chrX,2700000,25000000
chr20,41700000,52800000,chrX,29600000,31400000
chr20,41700000,52800000,chrX,36500000,50800000
chr20,41700000,52800000,chrX,53000000,55300000
chr20,41700000,52800000,chrX,64700000,71800000
chr20,41700000,52800000,chrX,106000000,107400000
chr20,41700000,52800000,chrX,116600000,119100000
chr20,41700000,52800000,chrX,122100000,123400000
chr20,41700000,52800000,chrX,128600000,136800000
chr20,41700000,52800000,chrX,149100000,151500000
chr20,54600000,57100000,chrX,2700000,25000000
chr20,54600000,57100000,chrX,29600000,31400000
chr20,54600000,57100000,chrX,36500000,50800000
chr20,54600000,57100000,chrX,53000000,55300000
chr20,54600000,57100000,chrX,64700000,71800000
chr20,54600000,57100000,chrX,106000000,107400000
chr20,54600000,57100000,chrX,116600000,119100000
chr20,54600000,57100000,chrX,122100000,123400000
chr20,54600000,57100000,chrX,128600000,136800000
chr20,54600000,57100000,chrX,149100000,151500000
chr12,0,9500000,chr20,0,6100000
chr12,0,9500000,chr20,17600000,18600000
chr12,0,9500000,chr20,30100000,40300000
chr12,0,9500000,chr20,42500000,51200000
chr12,0,9500000,chr20,61300000,62900000
chr12,10300000,15000000,chr20,0,6100000
chr12,10300000,15000000,chr20,17600000,18600000
chr12,10300000,15000000,chr20,30100000,40300000
chr12,10300000,15000000,chr20,42500000,51200000
chr12,10300000,15000000,chr20,61300000,62900000
chr12,47500000,58200000,chr20,0,6100000
chr12,47500000,58200000,chr20,17600000,18600000
chr12,47500000,58200000,chr20,30100000,40300000
chr12,47500000,58200000,chr20,42500000,51200000
chr12,47500000,58200000,chr20,61300000,62900000
chr12,106400000,125700000,chr20,0,6100000
chr12,106400000,125700000,chr20,17600000,18600000
chr12,106400000,125700000,chr20,30100000,40300000
chr12,106400000,125700000,chr20,42500000,51200000
chr12,106400000,125700000,chr20,61300000,62900000
chr5,0,1900000,chr8,8100000,11800000
chr5,0,1900000,chr8,16700000,31000000
chr5,0,1900000,chr8,36800000,43000000
chr5,0,1900000,chr8,48300000,49200000
chr5,0,1900000,chr8,80400000,82900000
chr5,0,1900000,chr8,94100000,104300000
chr5,0,1900000,chr8,118400000,146300000
chr5,4600000,11400000,chr8,8100000,11800000
chr5,4600000,11400000,chr8,16700000,31000000
chr5,4600000,11400000,chr8,36800000,43000000
chr5,4600000,11400000,chr8,48300000,49200000
chr5,4600000,11400000,chr8,80400000,82900000
chr5,4600000,11400000,chr8,94100000,104300000
chr5,4600000,11400000,chr8,118400000,146300000
chr5,13600000,17900000,chr8,8100000,11800000
chr5,13600000,17900000,chr8,16700000,31000000
chr5,13600000,17900000,chr8,36800000,43000000
chr5,13600000,17900000,chr8,48300000,49200000
chr5,13600000,17900000,chr8,80400000,82900000
chr5,13600000,17900000,chr8,94100000,104300000
chr5,13600000,17900000,chr8,118400000,146300000
chr5,31000000,32600000,chr8,8100000,11800000
chr5,31000000,32600000,chr8,16700000,31000000
chr5,31000000,32600000,chr8,36800000,43000000
chr5,31000000,32600000,chr8,48300000,49200000
chr5,31000000,32600000,chr8,80400000,82900000
chr5,31000000,32600000,chr8,94100000,104300000
chr5,31000000,32600000,chr8,118400000,146300000
chr5,42500000,43600000,chr8,8100000,11800000
chr5,42500000,43600000,chr8,16700000,31000000
chr5,42500000,43600000,chr8,36800000,43000000
chr5,42500000,43600000,chr8,48300000,49200000
chr5,42500000,43600000,chr8,80400000,82900000
chr5,42500000,43600000,chr8,94100000,104300000
chr5,42500000,43600000,chr8,118400000,146300000
chr5,53200000,56600000,chr8,8100000,11800000
chr5,53200000,56600000,chr8,16700000,31000000
chr5,53200000,56600000,chr8,36800000,43000000
chr5,53200000,56600000,chr8,48300000,49200000
chr5,53200000,56600000,chr8,80400000,82900000
chr5,53200000,56600000,chr8,94100000,104300000
chr5,53200000,56600000,chr8,118400000,146300000
chr5,64200000,81600000,chr8,8100000,11800000
chr5,64200000,81600000,chr8,16700000,31000000
chr5,64200000,81600000,chr8,36800000,43000000
chr5,64200000,81600000,chr8,48300000,49200000
chr5,64200000,81600000,chr8,80400000,82900000
chr5,64200000,81600000,chr8,94100000,104300000
chr5,64200000,81600000,chr8,118400000,146300000
chr5,129800000,160600000,chr8,8100000,11800000
chr5,129800000,160600000,chr8,16700000,31000000
chr5,129800000,160600000,chr8,36800000,43000000
chr5,129800000,160600000,chr8,48300000,49200000
chr5,129800000,160600000,chr8,80400000,82900000
chr5,129800000,160600000,chr8,94100000,104300000
chr5,129800000,160600000,chr8,118400000,146300000
chr5,167000000,180600000,chr8,8100000,11800000
chr5,167000000,180600000,chr8,16700000,31000000
chr5,167000000,180600000,chr8,36800000,43000000
chr5,167000000,180600000,chr8,48300000,49200000
chr5,167000000,180600000,chr8,80400000,82900000
chr5,167000000,180600000,chr8,94100000,104300000
chr5,167000000,180600000,chr8,118400000,146300000
chr7,0,8400000,chr8,8100000,11800000
chr7,0,8400000,chr8,16700000,31100000
chr7,0,8400000,chr8,36800000,43000000
chr7,0,8400000,chr8,48300000,49500000
chr7,0,8400000,chr8,80700000,82000000
chr7,0,8400000,chr8,93900000,104400000
chr7,0,8400000,chr8,118500000,137200000
chr7,0,8400000,chr8,139100000,146300000
chr7,21900000,33100000,chr8,8100000,11800000
chr7,21900000,33100000,chr8,16700000,31100000
chr7,21900000,33100000,chr8,36800000,43000000
chr7,21900000,33100000,chr8,48300000,49500000
chr7,21900000,33100000,chr8,80700000,82000000
chr7,21900000,33100000,chr8,93900000,104400000
chr7,21900000,33100000,chr8,118500000,137200000
chr7,21900000,33100000,chr8,139100000,146300000
chr7,42500000,48300000,chr8,8100000,11800000
chr7,42500000,48300000,chr8,16700000,31100000
chr7,42500000,48300000,chr8,36800000,43000000
chr7,42500000,48300000,chr8,48300000,49500000
chr7,42500000,48300000,chr8,80700000,82000000
chr7,42500000,48300000,chr8,93900000,104400000
chr7,42500000,48300000,chr8,118500000,137200000
chr7,42500000,48300000,chr8,139100000,146300000
chr7,65200000,77700000,chr8,8100000,11800000
chr7,65200000,77700000,chr8,16700000,31100000
chr7,65200000,77700000,chr8,36800000,43000000
chr7,65200000,77700000,chr8,48300000,49500000
chr7,65200000,77700000,chr8,80700000,82000000
chr7,65200000,77700000,chr8,93900000,104400000
chr7,65200000,77700000,chr8,118500000,137200000
chr7,65200000,77700000,chr8,139100000,146300000
chr7,97300000,107900000,chr8,8100000,11800000
chr7,97300000,107900000,chr8,16700000,31100000
chr7,97300000,107900000,chr8,36800000,43000000
chr7,97300000,107900000,chr8,48300000,49500000
chr7,97300000,107900000,chr8,80700000,82000000
chr7,97300000,107900000,chr8,93900000,104400000
chr7,97300000,107900000,chr8,118500000,137200000
chr7,97300000,107900000,chr8,139100000,146300000
chr7,126800000,135700000,chr8,8100000,11800000
chr7,126800000,135700000,chr8,16700000,31100000
chr7,126800000,135700000,chr8,36800000,43000000
chr7,126800000,135700000,chr8,48300000,49500000
chr7,126800000,135700000,chr8,80700000,82000000
chr7,126800000,135700000,chr8,93900000,104400000
chr7,126800000,135700000,chr8,118500000,137200000
chr7,126800000,135700000,chr8,139100000,146300000
chr7,137400000,143100000,chr8,8100000,11800000
chr7,137400000,143100000,chr8,16700000,31100000
chr7,137400000,143100000,chr8,36800000,43000000
chr7,137400000,143100000,chr8,48300000,49500000
chr7,137400000,143100000,chr8,80700000,82000000
chr7,137400000,143100000,chr8,93900000,104400000
chr7,137400000,143100000,chr8,118500000,137200000
chr7,137400000,143100000,chr8,139100000,146300000
chr7,147600000,159000000,chr8,8100000,11800000
chr7,147600000,159000000,chr8,16700000,31100000
chr7,147600000,159000000,chr8,36800000,43000000
chr7,147600000,159000000,chr8,48300000,49500000
chr7,147600000,159000000,chr8,80700000,82000000
chr7,147600000,159000000,chr8,93900000,104400000
chr7,147600000,159000000,chr8,118500000,137200000
chr7,147600000,159000000,chr8,139100000,146300000
chr5,0,3100000,chr7,0,8200000
chr5,0,3100000,chr7,21400000,33800000
chr5,0,3100000,chr7,43200000,48400000
chr5,0,3100000,chr7,65200000,69500000
chr5,0,3100000,chr7,72700000,77500000
chr5,0,3100000,chr7,97000000,108000000
chr5,0,3100000,chr7,126700000,135500000
chr5,0,3100000,chr7,137500000,143100000
chr5,0,3100000,chr7,147700000,159100000
chr5,5500000,11300000,chr7,0,8200000
chr5,5500000,11300000,chr7,21400000,33800000
chr5,5500000,11300000,chr7,43200000,48400000
chr5,5500000,11300000,chr7,65200000,69500000
chr5,5500000,11300000,chr7,72700000,77500000
chr5,5500000,11300000,chr7,97000000,108000000
chr5,5500000,11300000,chr7,126700000,135500000
chr5,5500000,11300000,chr7,137500000,143100000
chr5,5500000,11300000,chr7,147700000,159100000
chr5,13100000,17800000,chr7,0,8200000
chr5,13100000,17800000,chr7,21400000,33800000
chr5,13100000,17800000,chr7,43200000,48400000
chr5,13100000,17800000,chr7,65200000,69500000
chr5,13100000,17800000,chr7,72700000,77500000
chr5,13100000,17800000,chr7,97000000,108000000
chr5,13100000,17800000,chr7,126700000,135500000
chr5,13100000,17800000,chr7,137500000,143100000
chr5,13100000,17800000,chr7,147700000,159100000
chr5,31000000,39700000,chr7,0,8200000
chr5,31000000,39700000,chr7,21400000,33800000
chr5,31000000,39700000,chr7,43200000,48400000
chr5,31000000,39700000,chr7,65200000,69500000
chr5,31000000,39700000,chr7,72700000,77500000
chr5,31000000,39700000,chr7,97000000,108000000
chr5,31000000,39700000,chr7,126700000,135500000
chr5,31000000,39700000,chr7,137500000,143100000
chr5,31000000,39700000,chr7,147700000,159100000
chr5,51400000,56700000,chr7,0,8200000
chr5,51400000,56700000,chr7,21400000,33800000
chr5,51400000,56700000,chr7,43200000,48400000
chr5,51400000,56700000,chr7,65200000,69500000
chr5,51400000,56700000,chr7,72700000,77500000
chr5,51400000,56700000,chr7,97000000,108000000
chr5,51400000,56700000,chr7,126700000,135500000
chr5,51400000,56700000,chr7,137500000,143100000
chr5,51400000,56700000,chr7,147700000,159100000
chr5,64800000,80700000,chr7,0,8200000
chr5,64800000,80700000,chr7,21400000,33800000
chr5,64800000,80700000,chr7,43200000,48400000
chr5,64800000,80700000,chr7,65200000,69500000
chr5,64800000,80700000,chr7,72700000,77500000
chr5,64800000,80700000,chr7,97000000,108000000
chr5,64800000,80700000,chr7,126700000,135500000
chr5,64800000,80700000,chr7,137500000,143100000
chr5,64800000,80700000,chr7,147700000,159100000
chr5,125500000,127500000,chr7,0,8200000
chr5,125500000,127500000,chr7,21400000,33800000
chr5,125500000,127500000,chr7,43200000,48400000
chr5,125500000,127500000,chr7,65200000,69500000
chr5,125500000,127500000,chr7,72700000,77500000
chr5,125500000,127500000,chr7,97000000,108000000
chr5,125500000,127500000,chr7,126700000,135500000
chr5,125500000,127500000,chr7,137500000,143100000
chr5,125500000,127500000,chr7,147700000,159100000
chr5,129800000,160600000,chr7,0,8200000
chr5,129800000,160600000,chr7,21400000,33800000
chr5,129800000,160600000,chr7,43200000,48400000
chr5,129800000,160600000,chr7,65200000,69500000
chr5,129800000,160600000,chr7,72700000,77500000
chr5,129800000,160600000,chr7,97000000,108000000
chr5,129800000,160600000,chr7,126700000,135500000
chr5,129800000,160600000,chr7,137500000,143100000
chr5,129800000,160600000,chr7,147700000,159100000
chr5,167500000,180600000,chr7,0,8200000
chr5,167500000,180600000,chr7,21400000,33800000
chr5,167500000,180600000,chr7,43200000,48400000
chr5,167500000,180600000,chr7,65200000,69500000
chr5,167500000,180600000,chr7,72700000,77500000
chr5,167500000,180600000,chr7,97000000,108000000
chr5,167500000,180600000,chr7,126700000,135500000
chr5,167500000,180600000,chr7,137500000,143100000
chr5,167500000,180600000,chr7,147700000,159100000
chr7,0,6700000,chr16,0,5400000
chr7,0,6700000,chr16,10200000,16200000
chr7,0,6700000,chr16,18900000,20300000
chr7,0,6700000,chr16,22000000,31500000
chr7,0,6700000,chr16,45900000,47000000
chr7,0,6700000,chr16,56400000,58700000
chr7,0,6700000,chr16,65700000,70700000
chr7,0,6700000,chr16,74200000,75600000
chr7,0,6700000,chr16,80500000,86900000
chr7,24200000,29100000,chr16,0,5400000
chr7,24200000,29100000,chr16,10200000,16200000
chr7,24200000,29100000,chr16,18900000,20300000
chr7,24200000,29100000,chr16,22000000,31500000
chr7,24200000,29100000,chr16,45900000,47000000
chr7,24200000,29100000,chr16,56400000,58700000
chr7,24200000,29100000,chr16,65700000,70700000
chr7,24200000,29100000,chr16,74200000,75600000
chr7,24200000,29100000,chr16,80500000,86900000
chr7,29500000,31500000,chr16,0,5400000
chr7,29500000,31500000,chr16,10200000,16200000
chr7,29500000,31500000,chr16,18900000,20300000
chr7,29500000,31500000,chr16,22000000,31500000
chr7,29500000,31500000,chr16,45900000,47000000
chr7,29500000,31500000,chr16,56400000,58700000
chr7,29500000,31500000,chr16,65700000,70700000
chr7,29500000,31500000,chr16,74200000,75600000
chr7,29500000,31500000,chr16,80500000,86900000
chr7,43700000,51800000,chr16,0,5400000
chr7,43700000,51800000,chr16,10200000,16200000
chr7,43700000,51800000,chr16,18900000,20300000
chr7,43700000,51800000,chr16,22000000,31500000
chr7,43700000,51800000,chr16,45900000,47000000
chr7,43700000,51800000,chr16,56400000,58700000
chr7,43700000,51800000,chr16,65700000,70700000
chr7,43700000,51800000,chr16,74200000,75600000
chr7,43700000,51800000,chr16,80500000,86900000
chr7,54500000,56800000,chr16,0,5400000
chr7,54500000,56800000,chr16,10200000,16200000
chr7,54500000,56800000,chr16,18900000,20300000
chr7,54500000,56800000,chr16,22000000,31500000
chr7,54500000,56800000,chr16,45900000,47000000
chr7,54500000,56800000,chr16,56400000,58700000
chr7,54500000,56800000,chr16,65700000,70700000
chr7,54500000,56800000,chr16,74200000,75600000
chr7,54500000,56800000,chr16,80500000,86900000
chr7,64000000,78100000,chr16,0,5400000
chr7,64000000,78100000,chr16,10200000,16200000
chr7,64000000,78100000,chr16,18900000,20300000
chr7,64000000,78100000,chr16,22000000,31500000
chr7,64000000,78100000,chr16,45900000,47000000
chr7,64000000,78100000,chr16,56400000,58700000
chr7,64000000,78100000,chr16,65700000,70700000
chr7,64000000,78100000,chr16,74200000,75600000
chr7,64000000,78100000,chr16,80500000,86900000
chr7,97000000,102100000,chr16,0,5400000
chr7,97000000,102100000,chr16,10200000,16200000
chr7,97000000,102100000,chr16,18900000,20300000
chr7,97000000,102100000,chr16,22000000,31500000
chr7,97000000,102100000,chr16,45900000,47000000
chr7,97000000,102100000,chr16,56400000,58700000
chr7,97000000,102100000,chr16,65700000,70700000
chr7,97000000,102100000,chr16,74200000,75600000
chr7,97000000,102100000,chr16,80500000,86900000
chr7,105000000,105600000,chr16,0,5400000
chr7,105000000,105600000,chr16,10200000,16200000
chr7,105000000,105600000,chr16,18900000,20300000
chr7,105000000,105600000,chr16,22000000,31500000
chr7,105000000,105600000,chr16,45900000,47000000
chr7,105000000,105600000,chr16,56400000,58700000
chr7,105000000,105600000,chr16,65700000,70700000
chr7,105000000,105600000,chr16,74200000,75600000
chr7,105000000,105600000,chr16,80500000,86900000
chr7,126700000,132300000,chr16,0,5400000
chr7,126700000,132300000,chr16,10200000,16200000
chr7,126700000,132300000,chr16,18900000,20300000
chr7,126700000,132300000,chr16,22000000,31500000
chr7,126700000,132300000,chr16,45900000,47000000
chr7,126700000,132300000,chr16,56400000,58700000
chr7,126700000,132300000,chr16,65700000,70700000
chr7,126700000,132300000,chr16,74200000,75600000
chr7,126700000,132300000,chr16,80500000,86900000
chr7,138000000,143000000,chr16,0,5400000
chr7,138000000,143000000,chr16,10200000,16200000
chr7,138000000,143000000,chr16,18900000,20300000
