chr1,s1,e1,chr2,s2,e2
chr1,144700000,145800000,chr9,0,700000
chr1,144700000,145800000,chr9,32900000,38300000
chr1,144700000,145800000,chr9,123100000,141100000
chr1,149700000,157600000,chr9,0,700000
chr1,149700000,157600000,chr9,32900000,38300000
chr1,149700000,157600000,chr9,123100000,141100000
chr1,200500000,207300000,chr9,0,700000
chr1,200500000,207300000,chr9,32900000,38300000
chr1,200500000,207300000,chr9,123100000,141100000
chr9,0,1100000,chr15,20400000,23000000
chr9,0,1100000,chr15,40000000,46000000
chr9,0,1100000,chr15,51900000,52800000
chr9,0,1100000,chr15,62000000,71300000
chr9,0,1100000,chr15,72000000,79200000
chr9,0,1100000,chr15,89000000,91900000
chr9,32900000,38400000,chr15,20400000,23000000
chr9,32900000,38400000,chr15,40000000,46000000
chr9,32900000,38400000,chr15,51900000,52800000
chr9,32900000,38400000,chr15,62000000,71300000
chr9,32900000,38400000,chr15,72000000,79200000
chr9,32900000,38400000,chr15,89000000,91900000
chr9,123100000,141100000,chr15,20400000,23000000
chr9,123100000,141100000,chr15,40000000,46000000
chr9,123100000,141100000,chr15,51900000,52800000
chr9,123100000,141100000,chr15,62000000,71300000
chr9,123100000,141100000,chr15,72000000,79200000
chr9,123100000,141100000,chr15,89000000,91900000
chr1,0,47500000,chr16,0,5800000
chr1,0,47500000,chr16,23200000,24100000
chr1,0,47500000,chr16,28100000,32200000
chr1,0,47500000,chr16,34600000,46800000
chr1,0,47500000,chr16,66300000,70700000
chr1,0,47500000,chr16,87000000,90200000
chr1,109000000,112300000,chr16,0,5800000
chr1,109000000,112300000,chr16,23200000,24100000
chr1,109000000,112300000,chr16,28100000,32200000
chr1,109000000,112300000,chr16,34600000,46800000
chr1,109000000,112300000,chr16,66300000,70700000
chr1,109000000,112300000,chr16,87000000,90200000
chr1,121300000,146200000,chr16,0,5800000
chr1,121300000,146200000,chr16,23200000,24100000
chr1,121300000,146200000,chr16,28100000,32200000
chr1,121300000,146200000,chr16,34600000,46800000
chr1,121300000,146200000,chr16,66300000,70700000
chr1,121300000,146200000,chr16,87000000,90200000
chr1,148700000,157200000,chr16,0,5800000
chr1,148700000,157200000,chr16,23200000,24100000
chr1,148700000,157200000,chr16,28100000,32200000
chr1,148700000,157200000,chr16,34600000,46800000
chr1,148700000,157200000,chr16,66300000,70700000
chr1,148700000,157200000,chr16,87000000,90200000
chr1,158700000,162400000,chr16,0,5800000
chr1,158700000,162400000,chr16,23200000,24100000
chr1,158700000,162400000,chr16,28100000,32200000
chr1,158700000,162400000,chr16,34600000,46800000
chr1,158700000,162400000,chr16,66300000,70700000
chr1,158700000,162400000,chr16,87000000,90200000
chr17,0,8300000,chr19,300000,11500000
chr17,0,8300000,chr19,15300000,19100000
chr17,0,8300000,chr19,45300000,50500000
chr17,39800000,43400000,chr19,300000,11500000
chr17,39800000,43400000,chr19,15300000,19100000
chr17,39800000,43400000,chr19,45300000,50500000
chr17,72500000,81100000,chr19,300000,11500000
chr17,72500000,81100000,chr19,15300000,19100000
chr17,72500000,81100000,chr19,45300000,50500000
chr9,0,7200000,chr12,0,10700000
chr9,0,7200000,chr12,11700000,13300000
chr9,0,7200000,chr12,45500000,58300000
chr9,0,7200000,chr12,107100000,114400000
chr9,0,7200000,chr12,119800000,125700000
chr9,15000000,15600000,chr12,0,10700000
chr9,15000000,15600000,chr12,11700000,13300000
chr9,15000000,15600000,chr12,45500000,58300000
chr9,15000000,15600000,chr12,107100000,114400000
chr9,15000000,15600000,chr12,119800000,125700000
chr9,19100000,19400000,chr12,0,10700000
chr9,19100000,19400000,chr12,11700000,13300000
chr9,19100000,19400000,chr12,45500000,58300000
chr9,19100000,19400000,chr12,107100000,114400000
chr9,19100000,19400000,chr12,119800000,125700000
chr9,32700000,38300000,chr12,0,10700000
chr9,32700000,38300000,chr12,11700000,13300000
chr9,32700000,38300000,chr12,45500000,58300000
chr9,32700000,38300000,chr12,107100000,114400000
chr9,32700000,38300000,chr12,119800000,125700000
chr9,122900000,141100000,chr12,0,10700000
chr9,122900000,141100000,chr12,11700000,13300000
chr9,122900000,141100000,chr12,45500000,58300000
chr9,122900000,141100000,chr12,107100000,114400000
chr9,122900000,141100000,chr12,119800000,125700000
chr11,100000,9700000,chr12,0,10300000
chr11,100000,9700000,chr12,45600000,58500000
chr11,100000,9700000,chr12,108600000,114200000
chr11,100000,9700000,chr12,119900000,125700000
chr11,17700000,19400000,chr12,0,10300000
chr11,17700000,19400000,chr12,45600000,58500000
chr11,17700000,19400000,chr12,108600000,114200000
chr11,17700000,19400000,chr12,119900000,125700000
chr11,43300000,48100000,chr12,0,10300000
chr11,43300000,48100000,chr12,45600000,58500000
chr11,43300000,48100000,chr12,108600000,114200000
chr11,43300000,48100000,chr12,119900000,125700000
chr11,60400000,70300000,chr12,0,10300000
chr11,60400000,70300000,chr12,45600000,58500000
chr11,60400000,70300000,chr12,108600000,114200000
chr11,60400000,70300000,chr12,119900000,125700000
chr11,71100000,78500000,chr12,0,10300000
chr11,71100000,78500000,chr12,45600000,58500000
chr11,71100000,78500000,chr12,108600000,114200000
chr11,71100000,78500000,chr12,119900000,125700000
chr11,116500000,119500000,chr12,0,10300000
chr11,116500000,119500000,chr12,45600000,58500000
chr11,116500000,119500000,chr12,108600000,114200000
chr11,116500000,119500000,chr12,119900000,125700000
chr1,0,200000,chr12,0,9400000
chr1,0,200000,chr12,47200000,58300000
chr1,0,200000,chr12,107100000,114400000
chr1,0,200000,chr12,119800000,125700000
chr1,5800000,12700000,chr12,0,9400000
chr1,5800000,12700000,chr12,47200000,58300000
chr1,5800000,12700000,chr12,107100000,114400000
chr1,5800000,12700000,chr12,119800000,125700000
chr1,15200000,47900000,chr12,0,9400000
chr1,15200000,47900000,chr12,47200000,58300000
chr1,15200000,47900000,chr12,107100000,114400000
chr1,15200000,47900000,chr12,119800000,125700000
chr1,51400000,55700000,chr12,0,9400000
chr1,51400000,55700000,chr12,47200000,58300000
chr1,51400000,55700000,chr12,107100000,114400000
chr1,51400000,55700000,chr12,119800000,125700000
chr1,109200000,115200000,chr12,0,9400000
chr1,109200000,115200000,chr12,47200000,58300000
chr1,109200000,115200000,chr12,107100000,114400000
chr1,109200000,115200000,chr12,119800000,125700000
chr1,144400000,146000000,chr12,0,9400000
chr1,144400000,146000000,chr12,47200000,58300000
chr1,144400000,146000000,chr12,107100000,114400000
chr1,144400000,146000000,chr12,119800000,125700000
chr1,149700000,162700000,chr12,0,9400000
chr1,149700000,162700000,chr12,47200000,58300000
chr1,149700000,162700000,chr12,107100000,114400000
chr1,149700000,162700000,chr12,119800000,125700000
chr1,200500000,208000000,chr12,0,9400000
chr1,200500000,208000000,chr12,47200000,58300000
chr1,200500000,208000000,chr12,107100000,114400000
chr1,200500000,208000000,chr12,119800000,125700000
chr8,0,800000,chr12,0,16100000
chr8,0,800000,chr12,26200000,27800000
chr8,0,800000,chr12,31400000,33000000
chr8,0,800000,chr12,45600000,58500000
chr8,0,800000,chr12,68600000,70700000
chr8,0,800000,chr12,101300000,125700000
chr8,0,800000,chr12,128300000,130100000
chr8,0,800000,chr12,133000000,133800000
chr8,6000000,13000000,chr12,0,16100000
chr8,6000000,13000000,chr12,26200000,27800000
chr8,6000000,13000000,chr12,31400000,33000000
chr8,6000000,13000000,chr12,45600000,58500000
chr8,6000000,13000000,chr12,68600000,70700000
chr8,6000000,13000000,chr12,101300000,125700000
chr8,6000000,13000000,chr12,128300000,130100000
chr8,6000000,13000000,chr12,133000000,133800000
chr8,20800000,24200000,chr12,0,16100000
chr8,20800000,24200000,chr12,26200000,27800000
chr8,20800000,24200000,chr12,31400000,33000000
chr8,20800000,24200000,chr12,45600000,58500000
chr8,20800000,24200000,chr12,68600000,70700000
chr8,20800000,24200000,chr12,101300000,125700000
chr8,20800000,24200000,chr12,128300000,130100000
chr8,20800000,24200000,chr12,133000000,133800000
chr8,27100000,31000000,chr12,0,16100000
chr8,27100000,31000000,chr12,26200000,27800000
chr8,27100000,31000000,chr12,31400000,33000000
chr8,27100000,31000000,chr12,45600000,58500000
chr8,27100000,31000000,chr12,68600000,70700000
chr8,27100000,31000000,chr12,101300000,125700000
chr8,27100000,31000000,chr12,128300000,130100000
chr8,27100000,31000000,chr12,133000000,133800000
chr8,37100000,43200000,chr12,0,16100000
chr8,37100000,43200000,chr12,26200000,27800000
chr8,37100000,43200000,chr12,31400000,33000000
chr8,37100000,43200000,chr12,45600000,58500000
chr8,37100000,43200000,chr12,68600000,70700000
chr8,37100000,43200000,chr12,101300000,125700000
chr8,37100000,43200000,chr12,128300000,130100000
chr8,37100000,43200000,chr12,133000000,133800000
chr8,48000000,49000000,chr12,0,16100000
chr8,48000000,49000000,chr12,26200000,27800000
chr8,48000000,49000000,chr12,31400000,33000000
chr8,48000000,49000000,chr12,45600000,58500000
chr8,48000000,49000000,chr12,68600000,70700000
chr8,48000000,49000000,chr12,101300000,125700000
chr8,48000000,49000000,chr12,128300000,130100000
chr8,48000000,49000000,chr12,133000000,133800000
chr8,54500000,55100000,chr12,0,16100000
chr8,54500000,55100000,chr12,26200000,27800000
chr8,54500000,55100000,chr12,31400000,33000000
chr8,54500000,55100000,chr12,45600000,58500000
chr8,54500000,55100000,chr12,68600000,70700000
chr8,54500000,55100000,chr12,101300000,125700000
chr8,54500000,55100000,chr12,128300000,130100000
chr8,54500000,55100000,chr12,133000000,133800000
chr8,66500000,68600000,chr12,0,16100000
chr8,66500000,68600000,chr12,26200000,27800000
chr8,66500000,68600000,chr12,31400000,33000000
chr8,66500000,68600000,chr12,45600000,58500000
chr8,66500000,68600000,chr12,68600000,70700000
chr8,66500000,68600000,chr12,101300000,125700000
chr8,66500000,68600000,chr12,128300000,130100000
chr8,66500000,68600000,chr12,133000000,133800000
chr8,73900000,74900000,chr12,0,16100000
chr8,73900000,74900000,chr12,26200000,27800000
chr8,73900000,74900000,chr12,31400000,33000000
chr8,73900000,74900000,chr12,45600000,58500000
chr8,73900000,74900000,chr12,68600000,70700000
chr8,73900000,74900000,chr12,101300000,125700000
chr8,73900000,74900000,chr12,128300000,130100000
chr8,73900000,74900000,chr12,133000000,133800000
chr8,94600000,104500000,chr12,0,16100000
chr8,94600000,104500000,chr12,26200000,27800000
chr8,94600000,104500000,chr12,31400000,33000000
chr8,94600000,104500000,chr12,45600000,58500000
chr8,94600000,104500000,chr12,68600000,70700000
chr8,94600000,104500000,chr12,101300000,125700000
chr8,94600000,104500000,chr12,128300000,130100000
chr8,94600000,104500000,chr12,133000000,133800000
chr8,123600000,135800000,chr12,0,16100000
chr8,123600000,135800000,chr12,26200000,27800000
chr8,123600000,135800000,chr12,31400000,33000000
chr8,123600000,135800000,chr12,45600000,58500000
chr8,123600000,135800000,chr12,68600000,70700000
chr8,123600000,135800000,chr12,101300000,125700000
chr8,123600000,135800000,chr12,128300000,130100000
chr8,123600000,135800000,chr12,133000000,133800000
chr8,139600000,146300000,chr12,0,16100000
chr8,139600000,146300000,chr12,26200000,27800000
chr8,139600000,146300000,chr12,31400000,33000000
chr8,139600000,146300000,chr12,45600000,58500000
chr8,139600000,146300000,chr12,68600000,70700000
chr8,139600000,146300000,chr12,101300000,125700000
chr8,139600000,146300000,chr12,128300000,130100000
chr8,139600000,146300000,chr12,133000000,133800000
chr7,0,8200000,chr12,0,13200000
chr7,0,8200000,chr12,47400000,58400000
chr7,0,8200000,chr12,92100000,96900000
chr7,0,8200000,chr12,104200000,105700000
chr7,0,8200000,chr12,106500000,114300000
chr7,0,8200000,chr12,116300000,125700000
chr7,0,8200000,chr12,132000000,133800000
chr7,22400000,23600000,chr12,0,13200000
chr7,22400000,23600000,chr12,47400000,58400000
chr7,22400000,23600000,chr12,92100000,96900000
chr7,22400000,23600000,chr12,104200000,105700000
chr7,22400000,23600000,chr12,106500000,114300000
chr7,22400000,23600000,chr12,116300000,125700000
chr7,22400000,23600000,chr12,132000000,133800000
chr7,29500000,31100000,chr12,0,13200000
chr7,29500000,31100000,chr12,47400000,58400000
chr7,29500000,31100000,chr12,92100000,96900000
chr7,29500000,31100000,chr12,104200000,105700000
chr7,29500000,31100000,chr12,106500000,114300000
chr7,29500000,31100000,chr12,116300000,125700000
chr7,29500000,31100000,chr12,132000000,133800000
chr7,42800000,45500000,chr12,0,13200000
chr7,42800000,45500000,chr12,47400000,58400000
chr7,42800000,45500000,chr12,92100000,96900000
chr7,42800000,45500000,chr12,104200000,105700000
chr7,42800000,45500000,chr12,106500000,114300000
chr7,42800000,45500000,chr12,116300000,125700000
chr7,42800000,45500000,chr12,132000000,133800000
chr7,65100000,66800000,chr12,0,13200000
chr7,65100000,66800000,chr12,47400000,58400000
chr7,65100000,66800000,chr12,92100000,96900000
chr7,65100000,66800000,chr12,104200000,105700000
chr7,65100000,66800000,chr12,106500000,114300000
chr7,65100000,66800000,chr12,116300000,125700000
chr7,65100000,66800000,chr12,132000000,133800000
chr7,71900000,77600000,chr12,0,13200000
chr7,71900000,77600000,chr12,47400000,58400000
chr7,71900000,77600000,chr12,92100000,96900000
chr7,71900000,77600000,chr12,104200000,105700000
chr7,71900000,77600000,chr12,106500000,114300000
chr7,71900000,77600000,chr12,116300000,125700000
chr7,71900000,77600000,chr12,132000000,133800000
chr7,91400000,92900000,chr12,0,13200000
chr7,91400000,92900000,chr12,47400000,58400000
chr7,91400000,92900000,chr12,92100000,96900000
chr7,91400000,92900000,chr12,104200000,105700000
chr7,91400000,92900000,chr12,106500000,114300000
chr7,91400000,92900000,chr12,116300000,125700000
chr7,91400000,92900000,chr12,132000000,133800000
chr7,97600000,103000000,chr12,0,13200000
chr7,97600000,103000000,chr12,47400000,58400000
chr7,97600000,103000000,chr12,92100000,96900000
chr7,97600000,103000000,chr12,104200000,105700000
chr7,97600000,103000000,chr12,106500000,114300000
chr7,97600000,103000000,chr12,116300000,125700000
chr7,97600000,103000000,chr12,132000000,133800000
chr7,127000000,131300000,chr12,0,13200000
chr7,127000000,131300000,chr12,47400000,58400000
chr7,127000000,131300000,chr12,92100000,96900000
chr7,127000000,131300000,chr12,104200000,105700000
chr7,127000000,131300000,chr12,106500000,114300000
chr7,127000000,131300000,chr12,116300000,125700000
chr7,127000000,131300000,chr12,132000000,133800000
chr7,131900000,135700000,chr12,0,13200000
chr7,131900000,135700000,chr12,47400000,58400000
chr7,131900000,135700000,chr12,92100000,96900000
chr7,131900000,135700000,chr12,104200000,105700000
chr7,131900000,135700000,chr12,106500000,114300000
chr7,131900000,135700000,chr12,116300000,125700000
chr7,131900000,135700000,chr12,132000000,133800000
chr7,138100000,140700000,chr12,0,13200000
chr7,138100000,140700000,chr12,47400000,58400000
chr7,138100000,140700000,chr12,92100000,96900000
chr7,138100000,140700000,chr12,104200000,105700000
chr7,138100000,140700000,chr12,106500000,114300000
chr7,138100000,140700000,chr12,116300000,125700000
chr7,138100000,140700000,chr12,132000000,133800000
chr7,147900000,152400000,chr12,0,13200000
chr7,147900000,152400000,chr12,47400000,58400000
chr7,147900000,152400000,chr12,92100000,96900000
chr7,147900000,152400000,chr12,104200000,105700000
chr7,147900000,152400000,chr12,106500000,114300000
chr7,147900000,152400000,chr12,116300000,125700000
chr7,147900000,152400000,chr12,132000000,133800000
chr7,156300000,159100000,chr12,0,13200000
chr7,156300000,159100000,chr12,47400000,58400000
chr7,156300000,159100000,chr12,92100000,96900000
chr7,156300000,159100000,chr12,104200000,105700000
chr7,156300000,159100000,chr12,106500000,114300000
chr7,156300000,159100000,chr12,116300000,125700000
chr7,156300000,159100000,chr12,132000000,133800000
chr1,0,5000000,chr11,100000,4600000
chr1,0,5000000,chr11,44000000,48200000
chr1,0,5000000,chr11,58900000,78200000
chr1,0,5000000,chr11,116400000,121400000
chr1,5300000,48500000,chr11,100000,4600000
chr1,5300000,48500000,chr11,44000000,48200000
chr1,5300000,48500000,chr11,58900000,78200000
chr1,5300000,48500000,chr11,116400000,121400000
chr1,51000000,55800000,chr11,100000,4600000
chr1,51000000,55800000,chr11,44000000,48200000
chr1,51000000,55800000,chr11,58900000,78200000
chr1,51000000,55800000,chr11,116400000,121400000
chr1,144000000,147800000,chr11,100000,4600000
chr1,144000000,147800000,chr11,44000000,48200000
chr1,144000000,147800000,chr11,58900000,78200000
chr1,144000000,147800000,chr11,116400000,121400000
chr1,149200000,157500000,chr11,100000,4600000
chr1,149200000,157500000,chr11,44000000,48200000
chr1,149200000,157500000,chr11,58900000,78200000
chr1,149200000,157500000,chr11,116400000,121400000
chr1,200900000,205800000,chr11,100000,4600000
chr1,200900000,205800000,chr11,44000000,48200000
chr1,200900000,205800000,chr11,58900000,78200000
chr1,200900000,205800000,chr11,116400000,121400000
chr3,8500000,17300000,chr12,0,5000000
chr3,8500000,17300000,chr12,45600000,58300000
chr3,8500000,17300000,chr12,101600000,105900000
chr3,8500000,17300000,chr12,108800000,114400000
chr3,8500000,17300000,chr12,118200000,125800000
chr3,30100000,33900000,chr12,0,5000000
chr3,30100000,33900000,chr12,45600000,58300000
chr3,30100000,33900000,chr12,101600000,105900000
chr3,30100000,33900000,chr12,108800000,114400000
chr3,30100000,33900000,chr12,118200000,125800000
chr3,36300000,39400000,chr12,0,5000000
chr3,36300000,39400000,chr12,45600000,58300000
chr3,36300000,39400000,chr12,101600000,105900000
chr3,36300000,39400000,chr12,108800000,114400000
chr3,36300000,39400000,chr12,118200000,125800000
chr3,40200000,58500000,chr12,0,5000000
chr3,40200000,58500000,chr12,45600000,58300000
chr3,40200000,58500000,chr12,101600000,105900000
chr3,40200000,58500000,chr12,108800000,114400000
chr3,40200000,58500000,chr12,118200000,125800000
chr3,121100000,123600000,chr12,0,5000000
chr3,121100000,123600000,chr12,45600000,58300000
chr3,121100000,123600000,chr12,101600000,105900000
chr3,121100000,123600000,chr12,108800000,114400000
chr3,121100000,123600000,chr12,118200000,125800000
chr3,124100000,130700000,chr12,0,5000000
chr3,124100000,130700000,chr12,45600000,58300000
chr3,124100000,130700000,chr12,101600000,105900000
chr3,124100000,130700000,chr12,108800000,114400000
chr3,124100000,130700000,chr12,118200000,125800000
chr3,182400000,186800000,chr12,0,5000000
chr3,182400000,186800000,chr12,45600000,58300000
chr3,182400000,186800000,chr12,101600000,105900000
chr3,182400000,186800000,chr12,108800000,114400000
chr3,182400000,186800000,chr12,118200000,125800000
chr3,193200000,197900000,chr12,0,5000000
chr3,193200000,197900000,chr12,45600000,58300000
chr3,193200000,197900000,chr12,101600000,105900000
chr3,193200000,197900000,chr12,108800000,114400000
chr3,193200000,197900000,chr12,118200000,125800000
chr6,100000,8400000,chr12,0,15600000
chr6,100000,8400000,chr12,26200000,27900000
chr6,100000,8400000,chr12,45600000,58600000
chr6,100000,8400000,chr12,67300000,70100000
chr6,100000,8400000,chr12,94200000,96800000
chr6,100000,8400000,chr12,101700000,114400000
chr6,100000,8400000,chr12,116400000,125600000
chr6,12700000,18400000,chr12,0,15600000
chr6,12700000,18400000,chr12,26200000,27900000
chr6,12700000,18400000,chr12,45600000,58600000
chr6,12700000,18400000,chr12,67300000,70100000
chr6,12700000,18400000,chr12,94200000,96800000
chr6,12700000,18400000,chr12,101700000,114400000
chr6,12700000,18400000,chr12,116400000,125600000
chr6,24300000,28300000,chr12,0,15600000
chr6,24300000,28300000,chr12,26200000,27900000
chr6,24300000,28300000,chr12,45600000,58600000
chr6,24300000,28300000,chr12,67300000,70100000
chr6,24300000,28300000,chr12,94200000,96800000
chr6,24300000,28300000,chr12,101700000,114400000
chr6,24300000,28300000,chr12,116400000,125600000
chr6,31100000,47600000,chr12,0,15600000
chr6,31100000,47600000,chr12,26200000,27900000
chr6,31100000,47600000,chr12,45600000,58600000
chr6,31100000,47600000,chr12,67300000,70100000
chr6,31100000,47600000,chr12,94200000,96800000
chr6,31100000,47600000,chr12,101700000,114400000
chr6,31100000,47600000,chr12,116400000,125600000
chr6,51900000,53600000,chr12,0,15600000
chr6,51900000,53600000,chr12,26200000,27900000
chr6,51900000,53600000,chr12,45600000,58600000
chr6,51900000,53600000,chr12,67300000,70100000
chr6,51900000,53600000,chr12,94200000,96800000
chr6,51900000,53600000,chr12,101700000,114400000
chr6,51900000,53600000,chr12,116400000,125600000
chr6,56800000,58600000,chr12,0,15600000
chr6,56800000,58600000,chr12,26200000,27900000
chr6,56800000,58600000,chr12,45600000,58600000
chr6,56800000,58600000,chr12,67300000,70100000
chr6,56800000,58600000,chr12,94200000,96800000
chr6,56800000,58600000,chr12,101700000,114400000
chr6,56800000,58600000,chr12,116400000,125600000
chr6,70800000,74400000,chr12,0,15600000
chr6,70800000,74400000,chr12,26200000,27900000
chr6,70800000,74400000,chr12,45600000,58600000
chr6,70800000,74400000,chr12,67300000,70100000
chr6,70800000,74400000,chr12,94200000,96800000
chr6,70800000,74400000,chr12,101700000,114400000
chr6,70800000,74400000,chr12,116400000,125600000
chr6,87800000,91300000,chr12,0,15600000
chr6,87800000,91300000,chr12,26200000,27900000
chr6,87800000,91300000,chr12,45600000,58600000
chr6,87800000,91300000,chr12,67300000,70100000
chr6,87800000,91300000,chr12,94200000,96800000
chr6,87800000,91300000,chr12,101700000,114400000
chr6,87800000,91300000,chr12,116400000,125600000
chr6,105200000,112400000,chr12,0,15600000
chr6,105200000,112400000,chr12,26200000,27900000
chr6,105200000,112400000,chr12,45600000,58600000
chr6,105200000,112400000,chr12,67300000,70100000
chr6,105200000,112400000,chr12,94200000,96800000
chr6,105200000,112400000,chr12,101700000,114400000
chr6,105200000,112400000,chr12,116400000,125600000
chr6,136100000,140000000,chr12,0,15600000
chr6,136100000,140000000,chr12,26200000,27900000
chr6,136100000,140000000,chr12,45600000,58600000
chr6,136100000,140000000,chr12,67300000,70100000
chr6,136100000,140000000,chr12,94200000,96800000
chr6,136100000,140000000,chr12,101700000,114400000
chr6,136100000,140000000,chr12,116400000,125600000
chr6,142800000,145000000,chr12,0,15600000
chr6,142800000,145000000,chr12,26200000,27900000
chr6,142800000,145000000,chr12,45600000,58600000
chr6,142800000,145000000,chr12,67300000,70100000
chr6,142800000,145000000,chr12,94200000,96800000
chr6,142800000,145000000,chr12,101700000,114400000
chr6,142800000,145000000,chr12,116400000,125600000
chr6,148600000,150500000,chr12,0,15600000
chr6,148600000,150500000,chr12,26200000,27900000
chr6,148600000,150500000,chr12,45600000,58600000
chr6,148600000,150500000,chr12,67300000,70100000
chr6,148600000,150500000,chr12,94200000,96800000
chr6,148600000,150500000,chr12,101700000,114400000
chr6,148600000,150500000,chr12,116400000,125600000
chr6,156700000,160900000,chr12,0,15600000
chr6,156700000,160900000,chr12,26200000,27900000
chr6,156700000,160900000,chr12,45600000,58600000
chr6,156700000,160900000,chr12,67300000,70100000
chr6,156700000,160900000,chr12,94200000,96800000
chr6,156700000,160900000,chr12,101700000,114400000
