chr1,s1,e1,chr2,s2,e2
chr1,100500000,101200000,chr3,121200000,130700000
chr1,100500000,101200000,chr3,193200000,197900000
chr1,109200000,113600000,chr3,8900000,18900000
chr1,109200000,113600000,chr3,40200000,54100000
chr1,109200000,113600000,chr3,121200000,130700000
chr1,109200000,113600000,chr3,193200000,197900000
chr1,143600000,159100000,chr3,8900000,18900000
chr1,143600000,159100000,chr3,40200000,54100000
chr1,143600000,159100000,chr3,121200000,130700000
chr1,143600000,159100000,chr3,193200000,197900000
chr1,159500000,162600000,chr3,8900000,18900000
chr1,159500000,162600000,chr3,40200000,54100000
chr1,159500000,162600000,chr3,121200000,130700000
chr1,159500000,162600000,chr3,193200000,197900000
chr1,198000000,208200000,chr3,8900000,18900000
chr1,198000000,208200000,chr3,40200000,54100000
chr1,198000000,208200000,chr3,121200000,130700000
chr1,198000000,208200000,chr3,193200000,197900000
chr19,0,5500000,chr21,42600000,48100000
chr19,10800000,11200000,chr21,42600000,48100000
chr19,17000000,17300000,chr21,42600000,48100000
chr19,19800000,24500000,chr21,42600000,48100000
chr19,27500000,35400000,chr21,42600000,48100000
chr19,58200000,59100000,chr21,42600000,48100000
chr8,100000,2100000,chr17,9000000,17000000
chr8,100000,2100000,chr17,19400000,26500000
chr8,100000,2100000,chr17,30600000,33700000
chr8,100000,2100000,chr17,48600000,55800000
chr8,100000,2100000,chr17,63100000,72300000
chr8,8000000,12600000,chr17,9000000,17000000
chr8,8000000,12600000,chr17,19400000,26500000
chr8,8000000,12600000,chr17,30600000,33700000
chr8,8000000,12600000,chr17,48600000,55800000
chr8,8000000,12600000,chr17,63100000,72300000
chr8,19100000,24200000,chr17,9000000,17000000
chr8,19100000,24200000,chr17,19400000,26500000
chr8,19100000,24200000,chr17,30600000,33700000
chr8,19100000,24200000,chr17,48600000,55800000
chr8,19100000,24200000,chr17,63100000,72300000
chr8,25800000,31000000,chr17,9000000,17000000
chr8,25800000,31000000,chr17,19400000,26500000
chr8,25800000,31000000,chr17,30600000,33700000
chr8,25800000,31000000,chr17,48600000,55800000
chr8,25800000,31000000,chr17,63100000,72300000
chr8,37000000,38900000,chr17,9000000,17000000
chr8,37000000,38900000,chr17,19400000,26500000
chr8,37000000,38900000,chr17,30600000,33700000
chr8,37000000,38900000,chr17,48600000,55800000
chr8,37000000,38900000,chr17,63100000,72300000
chr8,41000000,43000000,chr17,9000000,17000000
chr8,41000000,43000000,chr17,19400000,26500000
chr8,41000000,43000000,chr17,30600000,33700000
chr8,41000000,43000000,chr17,48600000,55800000
chr8,41000000,43000000,chr17,63100000,72300000
chr8,139600000,146300000,chr17,9000000,17000000
chr8,139600000,146300000,chr17,19400000,26500000
chr8,139600000,146300000,chr17,30600000,33700000
chr8,139600000,146300000,chr17,48600000,55800000
chr8,139600000,146300000,chr17,63100000,72300000
chr8,0,2300000,chr15,25200000,34600000
chr8,0,2300000,chr15,39800000,45900000
chr8,0,2300000,chr15,48100000,71600000
chr8,0,2300000,chr15,88900000,91800000
chr8,0,2300000,chr15,96800000,102500000
chr8,8000000,12000000,chr15,25200000,34600000
chr8,8000000,12000000,chr15,39800000,45900000
chr8,8000000,12000000,chr15,48100000,71600000
chr8,8000000,12000000,chr15,88900000,91800000
chr8,8000000,12000000,chr15,96800000,102500000
chr8,18600000,30800000,chr15,25200000,34600000
chr8,18600000,30800000,chr15,39800000,45900000
chr8,18600000,30800000,chr15,48100000,71600000
chr8,18600000,30800000,chr15,88900000,91800000
chr8,18600000,30800000,chr15,96800000,102500000
chr8,37200000,43300000,chr15,25200000,34600000
chr8,37200000,43300000,chr15,39800000,45900000
chr8,37200000,43300000,chr15,48100000,71600000
chr8,37200000,43300000,chr15,88900000,91800000
chr8,37200000,43300000,chr15,96800000,102500000
chr8,47800000,48900000,chr15,25200000,34600000
chr8,47800000,48900000,chr15,39800000,45900000
chr8,47800000,48900000,chr15,48100000,71600000
chr8,47800000,48900000,chr15,88900000,91800000
chr8,47800000,48900000,chr15,96800000,102500000
chr8,123500000,131900000,chr15,25200000,34600000
chr8,123500000,131900000,chr15,39800000,45900000
chr8,123500000,131900000,chr15,48100000,71600000
chr8,123500000,131900000,chr15,88900000,91800000
chr8,123500000,131900000,chr15,96800000,102500000
chr8,132500000,136000000,chr15,25200000,34600000
chr8,132500000,136000000,chr15,39800000,45900000
chr8,132500000,136000000,chr15,48100000,71600000
chr8,132500000,136000000,chr15,88900000,91800000
chr8,132500000,136000000,chr15,96800000,102500000
chr8,139500000,146300000,chr15,25200000,34600000
chr8,139500000,146300000,chr15,39800000,45900000
chr8,139500000,146300000,chr15,48100000,71600000
chr8,139500000,146300000,chr15,88900000,91800000
chr8,139500000,146300000,chr15,96800000,102500000
chr2,0,2200000,chr10,0,1100000
chr2,0,2200000,chr10,3100000,8400000
chr2,0,2200000,chr10,10800000,15400000
chr2,0,2200000,chr10,26600000,27800000
chr2,0,2200000,chr10,41900000,43200000
chr2,0,2200000,chr10,61500000,65400000
chr2,0,2200000,chr10,69400000,77100000
chr2,0,2200000,chr10,88100000,106300000
chr2,7000000,13100000,chr10,0,1100000
chr2,7000000,13100000,chr10,3100000,8400000
chr2,7000000,13100000,chr10,10800000,15400000
chr2,7000000,13100000,chr10,26600000,27800000
chr2,7000000,13100000,chr10,41900000,43200000
chr2,7000000,13100000,chr10,61500000,65400000
chr2,7000000,13100000,chr10,69400000,77100000
chr2,7000000,13100000,chr10,88100000,106300000
chr2,22600000,30200000,chr10,0,1100000
chr2,22600000,30200000,chr10,3100000,8400000
chr2,22600000,30200000,chr10,10800000,15400000
chr2,22600000,30200000,chr10,26600000,27800000
chr2,22600000,30200000,chr10,41900000,43200000
chr2,22600000,30200000,chr10,61500000,65400000
chr2,22600000,30200000,chr10,69400000,77100000
chr2,22600000,30200000,chr10,88100000,106300000
chr2,36700000,39200000,chr10,0,1100000
chr2,36700000,39200000,chr10,3100000,8400000
chr2,36700000,39200000,chr10,10800000,15400000
chr2,36700000,39200000,chr10,26600000,27800000
chr2,36700000,39200000,chr10,41900000,43200000
chr2,36700000,39200000,chr10,61500000,65400000
chr2,36700000,39200000,chr10,69400000,77100000
chr2,36700000,39200000,chr10,88100000,106300000
chr2,45100000,48900000,chr10,0,1100000
chr2,45100000,48900000,chr10,3100000,8400000
chr2,45100000,48900000,chr10,10800000,15400000
chr2,45100000,48900000,chr10,26600000,27800000
chr2,45100000,48900000,chr10,41900000,43200000
chr2,45100000,48900000,chr10,61500000,65400000
chr2,45100000,48900000,chr10,69400000,77100000
chr2,45100000,48900000,chr10,88100000,106300000
chr2,58100000,63200000,chr10,0,1100000
chr2,58100000,63200000,chr10,3100000,8400000
chr2,58100000,63200000,chr10,10800000,15400000
chr2,58100000,63200000,chr10,26600000,27800000
chr2,58100000,63200000,chr10,41900000,43200000
chr2,58100000,63200000,chr10,61500000,65400000
chr2,58100000,63200000,chr10,69400000,77100000
chr2,58100000,63200000,chr10,88100000,106300000
chr2,67400000,75100000,chr10,0,1100000
chr2,67400000,75100000,chr10,3100000,8400000
chr2,67400000,75100000,chr10,10800000,15400000
chr2,67400000,75100000,chr10,26600000,27800000
chr2,67400000,75100000,chr10,41900000,43200000
chr2,67400000,75100000,chr10,61500000,65400000
chr2,67400000,75100000,chr10,69400000,77100000
chr2,67400000,75100000,chr10,88100000,106300000
chr2,82600000,92300000,chr10,0,1100000
chr2,82600000,92300000,chr10,3100000,8400000
chr2,82600000,92300000,chr10,10800000,15400000
chr2,82600000,92300000,chr10,26600000,27800000
chr2,82600000,92300000,chr10,41900000,43200000
chr2,82600000,92300000,chr10,61500000,65400000
chr2,82600000,92300000,chr10,69400000,77100000
chr2,82600000,92300000,chr10,88100000,106300000
chr2,96100000,103400000,chr10,0,1100000
chr2,96100000,103400000,chr10,3100000,8400000
chr2,96100000,103400000,chr10,10800000,15400000
chr2,96100000,103400000,chr10,26600000,27800000
chr2,96100000,103400000,chr10,41900000,43200000
chr2,96100000,103400000,chr10,61500000,65400000
chr2,96100000,103400000,chr10,69400000,77100000
chr2,96100000,103400000,chr10,88100000,106300000
chr2,110500000,114900000,chr10,0,1100000
chr2,110500000,114900000,chr10,3100000,8400000
chr2,110500000,114900000,chr10,10800000,15400000
chr2,110500000,114900000,chr10,26600000,27800000
chr2,110500000,114900000,chr10,41900000,43200000
chr2,110500000,114900000,chr10,61500000,65400000
chr2,110500000,114900000,chr10,69400000,77100000
chr2,110500000,114900000,chr10,88100000,106300000
chr2,169600000,170600000,chr10,0,1100000
chr2,169600000,170600000,chr10,3100000,8400000
chr2,169600000,170600000,chr10,10800000,15400000
chr2,169600000,170600000,chr10,26600000,27800000
chr2,169600000,170600000,chr10,41900000,43200000
chr2,169600000,170600000,chr10,61500000,65400000
chr2,169600000,170600000,chr10,69400000,77100000
chr2,169600000,170600000,chr10,88100000,106300000
chr2,174700000,176600000,chr10,0,1100000
chr2,174700000,176600000,chr10,3100000,8400000
chr2,174700000,176600000,chr10,10800000,15400000
chr2,174700000,176600000,chr10,26600000,27800000
chr2,174700000,176600000,chr10,41900000,43200000
chr2,174700000,176600000,chr10,61500000,65400000
chr2,174700000,176600000,chr10,69400000,77100000
chr2,174700000,176600000,chr10,88100000,106300000
chr2,194400000,198600000,chr10,0,1100000
chr2,194400000,198600000,chr10,3100000,8400000
chr2,194400000,198600000,chr10,10800000,15400000
chr2,194400000,198600000,chr10,26600000,27800000
chr2,194400000,198600000,chr10,41900000,43200000
chr2,194400000,198600000,chr10,61500000,65400000
chr2,194400000,198600000,chr10,69400000,77100000
chr2,194400000,198600000,chr10,88100000,106300000
chr2,201500000,205100000,chr10,0,1100000
chr2,201500000,205100000,chr10,3100000,8400000
chr2,201500000,205100000,chr10,10800000,15400000
chr2,201500000,205100000,chr10,26600000,27800000
chr2,201500000,205100000,chr10,41900000,43200000
chr2,201500000,205100000,chr10,61500000,65400000
chr2,201500000,205100000,chr10,69400000,77100000
chr2,201500000,205100000,chr10,88100000,106300000
chr2,218200000,220200000,chr10,0,1100000
chr2,218200000,220200000,chr10,3100000,8400000
chr2,218200000,220200000,chr10,10800000,15400000
chr2,218200000,220200000,chr10,26600000,27800000
chr2,218200000,220200000,chr10,41900000,43200000
chr2,218200000,220200000,chr10,61500000,65400000
chr2,218200000,220200000,chr10,69400000,77100000
chr2,218200000,220200000,chr10,88100000,106300000
chr2,223500000,243100000,chr10,0,1100000
chr2,223500000,243100000,chr10,3100000,8400000
chr2,223500000,243100000,chr10,10800000,15400000
chr2,223500000,243100000,chr10,26600000,27800000
chr2,223500000,243100000,chr10,41900000,43200000
chr2,223500000,243100000,chr10,61500000,65400000
chr2,223500000,243100000,chr10,69400000,77100000
chr2,223500000,243100000,chr10,88100000,106300000
