chr1,s1,e1,chr2,s2,e2
chr7,53200000,56500000,chr8,100700000,104200000
chr7,65200000,75900000,chr8,31800000,43200000
chr7,65200000,75900000,chr8,100700000,104200000
chr7,97400000,101800000,chr8,31800000,43200000
chr7,97400000,101800000,chr8,100700000,104200000
chr7,104500000,106800000,chr8,31800000,43200000
chr7,104500000,106800000,chr8,100700000,104200000
chr7,115800000,117900000,chr8,31800000,43200000
chr7,115800000,117900000,chr8,100700000,104200000
chr7,126600000,143100000,chr8,31800000,43200000
chr7,126600000,143100000,chr8,100700000,104200000
chr7,147300000,157100000,chr8,31800000,43200000
chr7,147300000,157100000,chr8,100700000,104200000
chr6,68900000,78400000,chr8,31800000,43100000
chr6,68900000,78400000,chr8,123100000,126900000
chr6,83200000,93700000,chr8,31800000,43100000
chr6,83200000,93700000,chr8,123100000,126900000
chr6,96500000,102500000,chr8,31800000,43100000
chr6,96500000,102500000,chr8,123100000,126900000
chr6,105000000,114600000,chr8,31800000,43100000
chr6,105000000,114600000,chr8,123100000,126900000
chr6,115600000,120200000,chr8,31800000,43100000
chr6,115600000,120200000,chr8,123100000,126900000
chr6,125300000,127700000,chr8,31800000,43100000
chr6,125300000,127700000,chr8,123100000,126900000
chr6,128100000,170800000,chr8,31800000,43100000
chr6,128100000,170800000,chr8,123100000,126900000
chr2,0,200000,chr8,31800000,43300000
chr2,0,200000,chr8,123500000,126800000
chr2,5400000,13100000,chr8,31800000,43300000
chr2,5400000,13100000,chr8,123500000,126800000
chr2,15200000,16100000,chr8,31800000,43300000
chr2,15200000,16100000,chr8,123500000,126800000
chr2,21200000,34900000,chr8,31800000,43300000
chr2,21200000,34900000,chr8,123500000,126800000
chr2,36400000,48300000,chr8,31800000,43300000
chr2,36400000,48300000,chr8,123500000,126800000
chr2,54100000,55800000,chr8,31800000,43300000
chr2,54100000,55800000,chr8,123500000,126800000
chr2,60100000,76000000,chr8,31800000,43300000
chr2,60100000,76000000,chr8,123500000,126800000
chr2,84000000,89000000,chr8,31800000,43300000
chr2,84000000,89000000,chr8,123500000,126800000
chr2,96600000,103600000,chr8,31800000,43300000
chr2,96600000,103600000,chr8,123500000,126800000
chr2,120200000,123000000,chr8,31800000,43300000
chr2,120200000,123000000,chr8,123500000,126800000
chr2,126900000,131000000,chr8,31800000,43300000
chr2,126900000,131000000,chr8,123500000,126800000
chr2,133000000,139600000,chr8,31800000,43300000
chr2,133000000,139600000,chr8,123500000,126800000
chr2,152700000,153600000,chr8,31800000,43300000
chr2,152700000,153600000,chr8,123500000,126800000
chr2,168100000,176200000,chr8,31800000,43300000
chr2,168100000,176200000,chr8,123500000,126800000
chr2,190500000,192600000,chr8,31800000,43300000
chr2,190500000,192600000,chr8,123500000,126800000
chr2,197100000,209200000,chr8,31800000,43300000
chr2,197100000,209200000,chr8,123500000,126800000
chr2,216500000,241100000,chr8,31800000,43300000
chr2,216500000,241100000,chr8,123500000,126800000
chr8,31800000,43200000,chrX,2800000,3600000
chr8,31800000,43200000,chrX,8200000,25100000
chr8,31800000,43200000,chrX,30400000,31800000
chr8,31800000,43200000,chrX,36600000,48900000
chr8,31800000,43200000,chrX,52600000,58000000
chr8,31800000,43200000,chrX,68800000,73800000
chr8,31800000,43200000,chrX,96200000,111600000
chr8,31800000,43200000,chrX,113300000,125600000
chr8,31800000,43200000,chrX,128800000,136900000
chr8,31800000,43200000,chrX,145500000,152100000
chr8,98300000,106400000,chrX,2800000,3600000
chr8,98300000,106400000,chrX,8200000,25100000
chr8,98300000,106400000,chrX,30400000,31800000
chr8,98300000,106400000,chrX,36600000,48900000
chr8,98300000,106400000,chrX,52600000,58000000
chr8,98300000,106400000,chrX,68800000,73800000
chr8,98300000,106400000,chrX,96200000,111600000
chr8,98300000,106400000,chrX,113300000,125600000
chr8,98300000,106400000,chrX,128800000,136900000
chr8,98300000,106400000,chrX,145500000,152100000
chr8,123500000,131000000,chrX,2800000,3600000
chr8,123500000,131000000,chrX,8200000,25100000
chr8,123500000,131000000,chrX,30400000,31800000
chr8,123500000,131000000,chrX,36600000,48900000
chr8,123500000,131000000,chrX,52600000,58000000
chr8,123500000,131000000,chrX,68800000,73800000
chr8,123500000,131000000,chrX,96200000,111600000
chr8,123500000,131000000,chrX,113300000,125600000
chr8,123500000,131000000,chrX,128800000,136900000
chr8,123500000,131000000,chrX,145500000,152100000
chr8,138100000,142100000,chrX,2800000,3600000
chr8,138100000,142100000,chrX,8200000,25100000
chr8,138100000,142100000,chrX,30400000,31800000
chr8,138100000,142100000,chrX,36600000,48900000
chr8,138100000,142100000,chrX,52600000,58000000
chr8,138100000,142100000,chrX,68800000,73800000
chr8,138100000,142100000,chrX,96200000,111600000
chr8,138100000,142100000,chrX,113300000,125600000
chr8,138100000,142100000,chrX,128800000,136900000
chr8,138100000,142100000,chrX,145500000,152100000
chr4,0,17800000,chr8,31800000,43200000
chr4,19700000,28100000,chr8,31800000,43200000
chr4,35100000,43100000,chr8,31800000,43200000
chr4,47000000,49500000,chr8,31800000,43200000
chr4,53500000,58500000,chr8,31800000,43200000
chr4,70000000,72200000,chr8,31800000,43200000
chr4,75900000,80600000,chr8,31800000,43200000
chr4,82000000,93800000,chr8,31800000,43200000
chr4,94700000,95900000,chr8,31800000,43200000
chr4,103600000,104300000,chr8,31800000,43200000
chr4,107600000,114900000,chr8,31800000,43200000
chr4,128200000,130300000,chr8,31800000,43200000
chr4,137100000,144500000,chr8,31800000,43200000
chr4,147600000,156700000,chr8,31800000,43200000
chr4,159100000,161000000,chr8,31800000,43200000
chr4,165400000,167100000,chr8,31800000,43200000
chr8,31800000,43300000,chr13,20100000,50800000
chr8,31800000,43300000,chr13,59600000,61500000
chr8,31800000,43300000,chr13,72200000,76500000
chr8,31800000,43300000,chr13,95200000,103500000
chr8,31800000,43300000,chr13,106100000,114400000
chr8,31800000,43200000,chr9,0,1500000
chr8,31800000,43200000,chr9,3700000,9000000
chr8,31800000,43200000,chr9,18500000,21100000
chr8,31800000,43200000,chr9,31100000,38600000
chr8,31800000,43200000,chr9,71100000,81400000
chr8,31800000,43200000,chr9,85700000,89200000
chr8,31800000,43200000,chr9,92800000,102600000
chr8,31800000,43200000,chr9,107700000,121200000
chr8,31800000,43200000,chr9,121800000,134800000
chr8,94000000,97500000,chr9,0,1500000
chr8,94000000,97500000,chr9,3700000,9000000
chr8,94000000,97500000,chr9,18500000,21100000
chr8,94000000,97500000,chr9,31100000,38600000
chr8,94000000,97500000,chr9,71100000,81400000
chr8,94000000,97500000,chr9,85700000,89200000
chr8,94000000,97500000,chr9,92800000,102600000
chr8,94000000,97500000,chr9,107700000,121200000
chr8,94000000,97500000,chr9,121800000,134800000
chr8,100800000,104400000,chr9,0,1500000
chr8,100800000,104400000,chr9,3700000,9000000
chr8,100800000,104400000,chr9,18500000,21100000
chr8,100800000,104400000,chr9,31100000,38600000
chr8,100800000,104400000,chr9,71100000,81400000
chr8,100800000,104400000,chr9,85700000,89200000
chr8,100800000,104400000,chr9,92800000,102600000
chr8,100800000,104400000,chr9,107700000,121200000
chr8,100800000,104400000,chr9,121800000,134800000
chr8,122300000,131900000,chr9,0,1500000
chr8,122300000,131900000,chr9,3700000,9000000
chr8,122300000,131900000,chr9,18500000,21100000
chr8,122300000,131900000,chr9,31100000,38600000
chr8,122300000,131900000,chr9,71100000,81400000
chr8,122300000,131900000,chr9,85700000,89200000
chr8,122300000,131900000,chr9,92800000,102600000
chr8,122300000,131900000,chr9,107700000,121200000
chr8,122300000,131900000,chr9,121800000,134800000
chr8,138900000,142600000,chr9,0,1500000
chr8,138900000,142600000,chr9,3700000,9000000
chr8,138900000,142600000,chr9,18500000,21100000
chr8,138900000,142600000,chr9,31100000,38600000
chr8,138900000,142600000,chr9,71100000,81400000
chr8,138900000,142600000,chr9,85700000,89200000
chr8,138900000,142600000,chr9,92800000,102600000
chr8,138900000,142600000,chr9,107700000,121200000
chr8,138900000,142600000,chr9,121800000,134800000
chr8,31800000,42900000,chr11,7500000,21200000
chr8,31800000,42900000,chr11,31900000,37000000
chr8,31800000,42900000,chr11,44500000,48400000
chr8,31800000,42900000,chr11,56900000,79600000
chr8,31800000,42900000,chr11,84500000,86700000
chr8,31800000,42900000,chr11,93300000,96000000
chr8,31800000,42900000,chr11,106900000,131600000
chr8,100500000,104200000,chr11,7500000,21200000
chr8,100500000,104200000,chr11,31900000,37000000
chr8,100500000,104200000,chr11,44500000,48400000
chr8,100500000,104200000,chr11,56900000,79600000
chr8,100500000,104200000,chr11,84500000,86700000
chr8,100500000,104200000,chr11,93300000,96000000
chr8,100500000,104200000,chr11,106900000,131600000
chr8,123500000,135000000,chr11,7500000,21200000
chr8,123500000,135000000,chr11,31900000,37000000
chr8,123500000,135000000,chr11,44500000,48400000
chr8,123500000,135000000,chr11,56900000,79600000
chr8,123500000,135000000,chr11,84500000,86700000
chr8,123500000,135000000,chr11,93300000,96000000
chr8,123500000,135000000,chr11,106900000,131600000
chr8,138800000,142600000,chr11,7500000,21200000
chr8,138800000,142600000,chr11,31900000,37000000
chr8,138800000,142600000,chr11,44500000,48400000
chr8,138800000,142600000,chr11,56900000,79600000
chr8,138800000,142600000,chr11,84500000,86700000
chr8,138800000,142600000,chr11,93300000,96000000
chr8,138800000,142600000,chr11,106900000,131600000
chr8,143900000,146300000,chr11,7500000,21200000
chr8,143900000,146300000,chr11,31900000,37000000
chr8,143900000,146300000,chr11,44500000,48400000
chr8,143900000,146300000,chr11,56900000,79600000
chr8,143900000,146300000,chr11,84500000,86700000
chr8,143900000,146300000,chr11,93300000,96000000
chr8,143900000,146300000,chr11,106900000,131600000
chr8,31800000,43200000,chr12,0,8700000
chr8,31800000,43200000,chr12,11700000,16100000
chr8,31800000,43200000,chr12,23600000,27600000
chr8,31800000,43200000,chr12,30900000,33000000
chr8,31800000,43200000,chr12,45500000,58800000
chr8,31800000,43200000,chr12,62600000,70300000
chr8,31800000,43200000,chr12,91700000,97000000
chr8,31800000,43200000,chr12,98800000,105900000
chr8,31800000,43200000,chr12,108100000,129000000
chr8,94200000,105000000,chr12,0,8700000
chr8,94200000,105000000,chr12,11700000,16100000
chr8,94200000,105000000,chr12,23600000,27600000
chr8,94200000,105000000,chr12,30900000,33000000
chr8,94200000,105000000,chr12,45500000,58800000
chr8,94200000,105000000,chr12,62600000,70300000
chr8,94200000,105000000,chr12,91700000,97000000
chr8,94200000,105000000,chr12,98800000,105900000
chr8,94200000,105000000,chr12,108100000,129000000
