chr1,s1,e1,chr2,s2,e2
chr8,116000000,146300000,chrX,116700000,120400000
chr8,116000000,146300000,chrX,122300000,123800000
chr8,116000000,146300000,chrX,128100000,137000000
chr8,116000000,146300000,chrX,149200000,154400000
chr18,0,14100000,chr19,9600000,11800000
chr18,0,14100000,chr19,21100000,22100000
chr18,0,14100000,chr19,27600000,39100000
chr18,0,14100000,chr19,42700000,56700000
chr18,15300000,22900000,chr19,9600000,11800000
chr18,15300000,22900000,chr19,21100000,22100000
chr18,15300000,22900000,chr19,27600000,39100000
chr18,15300000,22900000,chr19,42700000,56700000
chr5,0,18500000,chr16,0,6400000
chr5,0,18500000,chr16,6900000,31800000
chr5,0,18500000,chr16,45900000,47000000
chr5,0,18500000,chr16,52400000,60300000
chr5,31100000,44400000,chr16,0,6400000
chr5,31100000,44400000,chr16,6900000,31800000
chr5,31100000,44400000,chr16,45900000,47000000
chr5,31100000,44400000,chr16,52400000,60300000
chr5,130600000,141700000,chr16,0,6400000
chr5,130600000,141700000,chr16,6900000,31800000
chr5,130600000,141700000,chr16,45900000,47000000
chr5,130600000,141700000,chr16,52400000,60300000
chr5,145900000,155000000,chr16,0,6400000
chr5,145900000,155000000,chr16,6900000,31800000
chr5,145900000,155000000,chr16,45900000,47000000
chr5,145900000,155000000,chr16,52400000,60300000
chr5,168500000,180200000,chr16,0,6400000
chr5,168500000,180200000,chr16,6900000,31800000
chr5,168500000,180200000,chr16,45900000,47000000
chr5,168500000,180200000,chr16,52400000,60300000
chr6,200000,1500000,chr19,1300000,8500000
chr6,200000,1500000,chr19,9800000,19400000
chr6,200000,1500000,chr19,33100000,51800000
chr6,200000,1500000,chr19,53900000,56100000
chr6,200000,1500000,chr19,58600000,59000000
chr6,6700000,22800000,chr19,1300000,8500000
chr6,6700000,22800000,chr19,9800000,19400000
chr6,6700000,22800000,chr19,33100000,51800000
chr6,6700000,22800000,chr19,53900000,56100000
chr6,6700000,22800000,chr19,58600000,59000000
chr6,23900000,28400000,chr19,1300000,8500000
chr6,23900000,28400000,chr19,9800000,19400000
chr6,23900000,28400000,chr19,33100000,51800000
chr6,23900000,28400000,chr19,53900000,56100000
chr6,23900000,28400000,chr19,58600000,59000000
chr6,33400000,47600000,chr19,1300000,8500000
chr6,33400000,47600000,chr19,9800000,19400000
chr6,33400000,47600000,chr19,33100000,51800000
chr6,33400000,47600000,chr19,53900000,56100000
chr6,33400000,47600000,chr19,58600000,59000000
chr6,51300000,54100000,chr19,1300000,8500000
chr6,51300000,54100000,chr19,9800000,19400000
chr6,51300000,54100000,chr19,33100000,51800000
chr6,51300000,54100000,chr19,53900000,56100000
chr6,51300000,54100000,chr19,58600000,59000000
chr6,56500000,58300000,chr19,1300000,8500000
chr6,56500000,58300000,chr19,9800000,19400000
chr6,56500000,58300000,chr19,33100000,51800000
chr6,56500000,58300000,chr19,53900000,56100000
chr6,56500000,58300000,chr19,58600000,59000000
chr6,134300000,140400000,chr19,1300000,8500000
chr6,134300000,140400000,chr19,9800000,19400000
chr6,134300000,140400000,chr19,33100000,51800000
chr6,134300000,140400000,chr19,53900000,56100000
chr6,134300000,140400000,chr19,58600000,59000000
chr6,147900000,152500000,chr19,1300000,8500000
chr6,147900000,152500000,chr19,9800000,19400000
chr6,147900000,152500000,chr19,33100000,51800000
chr6,147900000,152500000,chr19,53900000,56100000
chr6,147900000,152500000,chr19,58600000,59000000
chr6,154100000,162900000,chr19,1300000,8500000
chr6,154100000,162900000,chr19,9800000,19400000
chr6,154100000,162900000,chr19,33100000,51800000
chr6,154100000,162900000,chr19,53900000,56100000
chr6,154100000,162900000,chr19,58600000,59000000
chr3,36400000,38000000,chr16,0,5900000
chr3,36400000,38000000,chr16,8400000,31700000
chr3,36400000,38000000,chr16,45900000,46900000
chr3,36400000,38000000,chr16,56500000,58800000
chr3,36400000,38000000,chr16,66400000,70600000
chr3,42900000,59900000,chr16,0,5900000
chr3,42900000,59900000,chr16,8400000,31700000
chr3,42900000,59900000,chr16,45900000,46900000
chr3,42900000,59900000,chr16,56500000,58800000
chr3,42900000,59900000,chr16,66400000,70600000
chr3,71200000,73000000,chr16,0,5900000
chr3,71200000,73000000,chr16,8400000,31700000
chr3,71200000,73000000,chr16,45900000,46900000
chr3,71200000,73000000,chr16,56500000,58800000
chr3,71200000,73000000,chr16,66400000,70600000
chr3,121300000,130800000,chr16,0,5900000
chr3,121300000,130800000,chr16,8400000,31700000
chr3,121300000,130800000,chr16,45900000,46900000
chr3,121300000,130800000,chr16,56500000,58800000
chr3,121300000,130800000,chr16,66400000,70600000
chr3,131900000,135200000,chr16,0,5900000
chr3,131900000,135200000,chr16,8400000,31700000
chr3,131900000,135200000,chr16,45900000,46900000
chr3,131900000,135200000,chr16,56500000,58800000
chr3,131900000,135200000,chr16,66400000,70600000
chr3,137300000,140900000,chr16,0,5900000
chr3,137300000,140900000,chr16,8400000,31700000
chr3,137300000,140900000,chr16,45900000,46900000
chr3,137300000,140900000,chr16,56500000,58800000
chr3,137300000,140900000,chr16,66400000,70600000
chr3,181500000,189800000,chr16,0,5900000
chr3,181500000,189800000,chr16,8400000,31700000
chr3,181500000,189800000,chr16,45900000,46900000
chr3,181500000,189800000,chr16,56500000,58800000
chr3,181500000,189800000,chr16,66400000,70600000
chr3,191300000,197900000,chr16,0,5900000
chr3,191300000,197900000,chr16,8400000,31700000
chr3,191300000,197900000,chr16,45900000,46900000
chr3,191300000,197900000,chr16,56500000,58800000
chr3,191300000,197900000,chr16,66400000,70600000
